id,Region,Year,male_participants,female_participants,total_participants,male_gold_medals,male_silver_medals,male_bronze_medals,female_gold_medals,female_silver_medals,female_bronze_medals,male_total_medals,female_total_medals,total_medals
1976_USA,USA,1976,354,148,502,44,29,21,10,26,20,94,56,150
1980_USA,USA,1980,76,25,101,19,1,1,0,1,1,21,2,23
1984_USA,USA,1984,415,213,628,91,71,24,43,44,22,186,109,295
1988_USA,USA,1988,418,226,644,38,44,38,22,21,18,120,61,181
1992_USA,USA,1992,453,240,693,41,32,36,24,23,48,109,95,204
1996_USA,USA,1996,375,273,648,44,30,41,81,12,9,115,102,217
2000_USA,USA,2000,333,253,586,61,27,21,45,32,27,109,104,213
2004_USA,USA,2004,279,254,533,41,31,30,63,26,35,102,124,226
2008_USA,USA,2008,306,282,588,47,29,53,58,62,16,129,136,265
2012_USA,USA,2012,262,268,530,32,21,19,80,28,27,72,135,207
2016_USA,USA,2016,264,291,555,40,23,34,67,23,35,97,125,222
1996_UZB,UZB,1996,63,8,71,0,1,1,0,0,0,2,0,2
2000_UZB,UZB,2000,52,18,70,1,1,2,0,0,0,4,0,4
2004_UZB,UZB,2004,51,18,69,2,1,2,0,0,0,5,0,5
2008_UZB,UZB,2008,41,15,56,1,2,2,0,0,1,5,1,6
2012_UZB,UZB,2012,36,17,53,1,0,2,0,0,0,3,0,3
2016_UZB,UZB,2016,47,23,70,4,2,7,0,0,0,13,0,13
1988_VAN,VAN,1988,3,1,4,0,0,0,0,0,0,0,0,0
1992_VAN,VAN,1992,4,2,6,0,0,0,0,0,0,0,0,0
1996_VAN,VAN,1996,3,1,4,0,0,0,0,0,0,0,0,0
2000_VAN,VAN,2000,2,1,3,0,0,0,0,0,0,0,0,0
2004_VAN,VAN,2004,1,1,2,0,0,0,0,0,0,0,0,0
2008_VAN,VAN,2008,1,2,3,0,0,0,0,0,0,0,0,0
2012_VAN,VAN,2012,3,2,5,0,0,0,0,0,0,0,0,0
2016_VAN,VAN,2016,4,0,4,0,0,0,0,0,0,0,0,0
1932_VEN,VEN,1932,1,0,1,0,0,0,0,0,0,0,0,0
1948_VEN,VEN,1948,1,0,1,0,0,0,0,0,0,0,0,0
1952_VEN,VEN,1952,36,2,38,0,0,1,0,0,0,1,0,1
1956_VEN,VEN,1956,22,0,22,0,0,0,0,0,0,0,0,0
1960_VEN,VEN,1960,31,5,36,0,0,1,0,0,0,1,0,1
1964_VEN,VEN,1964,15,1,16,0,0,0,0,0,0,0,0,0
1968_VEN,VEN,1968,23,0,23,1,0,0,0,0,0,1,0,1
1972_VEN,VEN,1972,20,3,23,0,0,0,0,0,0,0,0,0
1976_VEN,VEN,1976,23,9,32,0,1,0,0,0,0,1,0,1
1980_VEN,VEN,1980,37,0,37,0,1,0,0,0,0,1,0,1
1984_VEN,VEN,1984,25,1,26,0,0,3,0,0,0,3,0,3
1988_VEN,VEN,1988,15,2,17,0,0,0,0,0,0,0,0,0
1992_VEN,VEN,1992,22,4,26,0,0,0,0,0,0,0,0,0
1996_VEN,VEN,1996,34,5,39,0,0,0,0,0,0,0,0,0
2000_VEN,VEN,2000,36,14,50,0,0,0,0,0,0,0,0,0
2004_VEN,VEN,2004,33,15,48,0,0,1,0,0,1,1,1,2
2008_VEN,VEN,2008,57,51,108,0,0,0,0,0,1,0,1,1
2012_VEN,VEN,2012,42,26,68,1,0,0,0,0,0,1,0,1
2016_VEN,VEN,2016,61,24,85,0,0,1,0,1,1,1,2,3
1980_VIE,VIE,1980,22,8,30,0,0,0,0,0,0,0,0,0
1988_VIE,VIE,1988,8,1,9,0,0,0,0,0,0,0,0,0
1992_VIE,VIE,1992,2,5,7,0,0,0,0,0,0,0,0,0
1996_VIE,VIE,1996,3,3,6,0,0,0,0,0,0,0,0,0
2000_VIE,VIE,2000,3,4,7,0,0,0,0,1,0,0,1,1
2004_VIE,VIE,2004,6,5,11,0,0,0,0,0,0,0,0,0
2008_VIE,VIE,2008,7,6,13,0,1,0,0,0,0,1,0,1
2012_VIE,VIE,2012,6,12,18,0,0,0,0,0,0,0,0,0
2016_VIE,VIE,2016,10,12,22,1,1,0,0,0,0,2,0,2
1988_VIN,VIN,1988,5,1,6,0,0,0,0,0,0,0,0,0
1992_VIN,VIN,1992,4,2,6,0,0,0,0,0,0,0,0,0
1996_VIN,VIN,1996,7,1,8,0,0,0,0,0,0,0,0,0
2000_VIN,VIN,2000,2,2,4,0,0,0,0,0,0,0,0,0
2004_VIN,VIN,2004,2,1,3,0,0,0,0,0,0,0,0,0
2008_VIN,VIN,2008,1,1,2,0,0,0,0,0,0,0,0,0
2012_VIN,VIN,2012,2,1,3,0,0,0,0,0,0,0,0,0
2016_VIN,VIN,2016,2,2,4,0,0,0,0,0,0,0,0,0
1952_VNM,VNM,1952,8,0,8,0,0,0,0,0,0,0,0,0
1956_VNM,VNM,1956,6,0,6,0,0,0,0,0,0,0,0,0
1960_VNM,VNM,1960,3,0,3,0,0,0,0,0,0,0,0,0
1964_VNM,VNM,1964,16,0,16,0,0,0,0,0,0,0,0,0
1968_VNM,VNM,1968,7,2,9,0,0,0,0,0,0,0,0,0
1972_VNM,VNM,1972,2,0,2,0,0,0,0,0,0,0,0,0
1960_WIF,WIF,1960,13,0,13,0,0,3,0,0,0,3,0,3
1984_YAR,YAR,1984,2,0,2,0,0,0,0,0,0,0,0,0
1988_YAR,YAR,1988,8,0,8,0,0,0,0,0,0,0,0,0
1992_YEM,YEM,1992,8,0,8,0,0,0,0,0,0,0,0,0
1996_YEM,YEM,1996,4,0,4,0,0,0,0,0,0,0,0,0
2000_YEM,YEM,2000,1,1,2,0,0,0,0,0,0,0,0,0
2004_YEM,YEM,2004,3,0,3,0,0,0,0,0,0,0,0,0
2008_YEM,YEM,2008,4,1,5,0,0,0,0,0,0,0,0,0
2012_YEM,YEM,2012,3,1,4,0,0,0,0,0,0,0,0,0
2016_YEM,YEM,2016,2,1,3,0,0,0,0,0,0,0,0,0
1988_YMD,YMD,1988,5,0,5,0,0,0,0,0,0,0,0,0
1920_YUG,YUG,1920,15,0,15,0,0,0,0,0,0,0,0,0
1924_YUG,YUG,1924,46,0,46,0,0,0,0,0,0,0,0,0
1928_YUG,YUG,1928,40,0,40,1,1,6,0,0,0,8,0,8
1932_YUG,YUG,1932,1,0,1,0,0,0,0,0,0,0,0,0
1936_YUG,YUG,1936,95,15,110,0,1,0,0,0,0,1,0,1
1948_YUG,YUG,1948,96,11,107,0,16,0,0,0,0,16,0,16
1952_YUG,YUG,1952,81,12,93,4,20,0,0,0,0,24,0,24
1956_YUG,YUG,1956,44,8,52,0,23,0,0,0,0,23,0,23
1960_YUG,YUG,1960,107,9,116,16,1,0,0,0,0,17,0,17
1964_YUG,YUG,1964,101,5,106,2,11,2,0,0,0,15,0,15
1968_YUG,YUG,1968,88,11,99,12,13,2,1,1,0,27,2,29
1972_YUG,YUG,1972,139,13,152,15,1,2,0,0,0,18,0,18
1976_YUG,YUG,1976,110,6,116,2,14,3,0,0,0,19,0,19
1980_YUG,YUG,1980,147,32,179,13,13,5,0,14,12,31,26,57
1984_YUG,YUG,1984,164,47,211,32,6,35,15,0,0,73,15,88
1988_YUG,YUG,1988,133,44,177,14,19,19,1,13,3,52,17,69
1992_YUG,YUG,1992,22,3,25,0,0,0,0,0,0,0,0,0
1964_ZAM,ZAM,1964,11,1,12,0,0,0,0,0,0,0,0,0
1968_ZAM,ZAM,1968,7,0,7,0,0,0,0,0,0,0,0,0
1972_ZAM,ZAM,1972,8,3,11,0,0,0,0,0,0,0,0,0
1980_ZAM,ZAM,1980,37,0,37,0,0,0,0,0,0,0,0,0
1984_ZAM,ZAM,1984,16,0,16,0,0,1,0,0,0,1,0,1
1988_ZAM,ZAM,1988,29,0,29,0,0,0,0,0,0,0,0,0
1992_ZAM,ZAM,1992,8,1,9,0,0,0,0,0,0,0,0,0
1996_ZAM,ZAM,1996,7,1,8,0,1,0,0,0,0,1,0,1
2000_ZAM,ZAM,2000,6,2,8,0,0,0,0,0,0,0,0,0
2004_ZAM,ZAM,2004,4,2,6,0,0,0,0,0,0,0,0,0
2008_ZAM,ZAM,2008,6,2,8,0,0,0,0,0,0,0,0,0
2012_ZAM,ZAM,2012,5,2,7,0,0,0,0,0,0,0,0,0
2016_ZAM,ZAM,2016,5,2,7,0,0,0,0,0,0,0,0,0
1928_ZIM,ZIM,1928,2,0,2,0,0,0,0,0,0,0,0,0
1960_ZIM,ZIM,1960,0,4,4,0,0,0,0,0,0,0,0,0
1964_ZIM,ZIM,1964,25,4,29,0,0,0,0,0,0,0,0,0
1980_ZIM,ZIM,1980,23,19,42,0,0,0,15,0,0,0,15,15
1984_ZIM,ZIM,1984,12,3,15,0,0,0,0,0,0,0,0,0
1988_ZIM,ZIM,1988,23,6,29,0,0,0,0,0,0,0,0,0
1992_ZIM,ZIM,1992,10,9,19,0,0,0,0,0,0,0,0,0
1996_ZIM,ZIM,1996,12,1,13,0,0,0,0,0,0,0,0,0
2000_ZIM,ZIM,2000,11,5,16,0,0,0,0,0,0,0,0,0
2004_ZIM,ZIM,2004,9,3,12,0,0,0,1,1,1,0,3,3
2008_ZIM,ZIM,2008,8,5,13,0,0,0,1,0,0,0,1,1
2012_ZIM,ZIM,2012,4,3,7,0,0,0,0,0,0,0,0,0
2016_ZIM,ZIM,2016,9,21,30,0,0,0,0,0,0,0,0,0
