id,Region,Year,male_participants,female_participants,total_participants,male_gold_medals,male_silver_medals,male_bronze_medals,female_gold_medals,female_silver_medals,female_bronze_medals,male_total_medals,female_total_medals,total_medals
1992_LUX,LUX,1992,6,1,7,0,0,0,0,0,0,0,0,0
1996_LUX,LUX,1996,2,4,6,0,0,0,0,0,0,0,0,0
2000_LUX,LUX,2000,2,5,7,0,0,0,0,0,0,0,0,0
2004_LUX,LUX,2004,6,4,10,0,0,0,0,0,0,0,0,0
2008_LUX,LUX,2008,9,4,13,0,0,0,0,0,0,0,0,0
2012_LUX,LUX,2012,5,4,9,0,0,0,0,0,0,0,0,0
2016_LUX,LUX,2016,5,5,10,0,0,0,0,0,0,0,0,0
1964_MAD,MAD,1964,3,0,3,0,0,0,0,0,0,0,0,0
1968_MAD,MAD,1968,4,0,4,0,0,0,0,0,0,0,0,0
1972_MAD,MAD,1972,11,0,11,0,0,0,0,0,0,0,0,0
1980_MAD,MAD,1980,8,3,11,0,0,0,0,0,0,0,0,0
1984_MAD,MAD,1984,5,0,5,0,0,0,0,0,0,0,0,0
1992_MAD,MAD,1992,8,5,13,0,0,0,0,0,0,0,0,0
1996_MAD,MAD,1996,4,7,11,0,0,0,0,0,0,0,0,0
2000_MAD,MAD,2000,5,6,11,0,0,0,0,0,0,0,0,0
2004_MAD,MAD,2004,3,5,8,0,0,0,0,0,0,0,0,0
2008_MAD,MAD,2008,4,2,6,0,0,0,0,0,0,0,0,0
2012_MAD,MAD,2012,3,4,7,0,0,0,0,0,0,0,0,0
2016_MAD,MAD,2016,2,4,6,0,0,0,0,0,0,0,0,0
1956_MAL,MAL,1956,31,1,32,0,0,0,0,0,0,0,0,0
1960_MAL,MAL,1960,9,0,9,0,0,0,0,0,0,0,0,0
1960_MAR,MAR,1960,47,0,47,0,1,0,0,0,0,1,0,1
1964_MAR,MAR,1964,20,0,20,0,0,0,0,0,0,0,0,0
1968_MAR,MAR,1968,30,0,30,0,0,0,0,0,0,0,0,0
1972_MAR,MAR,1972,33,2,35,0,0,0,0,0,0,0,0,0
1976_MAR,MAR,1976,9,0,9,0,0,0,0,0,0,0,0,0
1984_MAR,MAR,1984,37,1,38,1,0,0,1,0,0,1,1,2
1988_MAR,MAR,1988,27,3,30,1,0,2,0,0,0,3,0,3
1992_MAR,MAR,1992,53,3,56,1,1,1,0,0,0,3,0,3
1996_MAR,MAR,1996,32,2,34,0,0,2,0,0,0,2,0,2
2000_MAR,MAR,2000,46,9,55,0,1,3,0,0,1,4,1,5
2004_MAR,MAR,2004,47,8,55,0,0,0,0,1,0,0,1,1
2008_MAR,MAR,2008,36,11,47,0,1,0,0,0,1,1,1,2
2012_MAR,MAR,2012,46,17,63,0,0,1,0,0,0,1,0,1
2016_MAR,MAR,2016,29,19,48,0,0,1,0,0,0,1,0,1
1964_MAS,MAS,1964,57,4,61,0,0,0,0,0,0,0,0,0
1968_MAS,MAS,1968,31,0,31,0,0,0,0,0,0,0,0,0
1972_MAS,MAS,1972,42,3,45,0,0,0,0,0,0,0,0,0
1976_MAS,MAS,1976,23,0,23,0,0,0,0,0,0,0,0,0
1984_MAS,MAS,1984,20,1,21,0,0,0,0,0,0,0,0,0
1988_MAS,MAS,1988,5,4,9,0,0,0,0,0,0,0,0,0
1992_MAS,MAS,1992,26,0,26,0,0,2,0,0,0,2,0,2
1996_MAS,MAS,1996,32,3,35,0,2,1,0,0,0,3,0,3
2000_MAS,MAS,2000,32,8,40,0,0,0,0,0,0,0,0,0
2004_MAS,MAS,2004,18,8,26,0,0,0,0,0,0,0,0,0
2008_MAS,MAS,2008,18,14,32,0,1,0,0,0,0,1,0,1
2012_MAS,MAS,2012,16,13,29,0,1,0,0,0,1,1,1,2
2016_MAS,MAS,2016,17,15,32,0,4,1,0,3,0,5,3,8
1972_MAW,MAW,1972,13,3,16,0,0,0,0,0,0,0,0,0
1984_MAW,MAW,1984,15,0,15,0,0,0,0,0,0,0,0,0
1988_MAW,MAW,1988,16,0,16,0,0,0,0,0,0,0,0,0
1992_MAW,MAW,1992,3,1,4,0,0,0,0,0,0,0,0,0
1996_MAW,MAW,1996,2,0,2,0,0,0,0,0,0,0,0,0
2000_MAW,MAW,2000,1,1,2,0,0,0,0,0,0,0,0,0
2004_MAW,MAW,2004,2,2,4,0,0,0,0,0,0,0,0,0
2008_MAW,MAW,2008,2,2,4,0,0,0,0,0,0,0,0,0
2012_MAW,MAW,2012,1,2,3,0,0,0,0,0,0,0,0,0
2016_MAW,MAW,2016,3,2,5,0,0,0,0,0,0,0,0,0
1996_MDA,MDA,1996,35,5,40,0,2,1,0,0,0,3,0,3
2000_MDA,MDA,2000,29,5,34,0,1,1,0,0,0,2,0,2
2004_MDA,MDA,2004,26,7,33,0,0,0,0,0,0,0,0,0
2008_MDA,MDA,2008,21,8,29,0,0,1,0,0,0,1,0,1
2012_MDA,MDA,2012,12,8,20,0,0,1,0,0,1,1,1,2
2016_MDA,MDA,2016,14,9,23,0,0,0,0,0,0,0,0,0
1988_MDV,MDV,1988,7,0,7,0,0,0,0,0,0,0,0,0
1992_MDV,MDV,1992,6,1,7,0,0,0,0,0,0,0,0,0
1996_MDV,MDV,1996,5,1,6,0,0,0,0,0,0,0,0,0
2000_MDV,MDV,2000,2,2,4,0,0,0,0,0,0,0,0,0
2004_MDV,MDV,2004,2,2,4,0,0,0,0,0,0,0,0,0
2008_MDV,MDV,2008,2,2,4,0,0,0,0,0,0,0,0,0
2012_MDV,MDV,2012,3,2,5,0,0,0,0,0,0,0,0,0
2016_MDV,MDV,2016,2,2,4,0,0,0,0,0,0,0,0,0
1900_MEX,MEX,1900,3,0,3,0,0,3,0,0,0,3,0,3
1924_MEX,MEX,1924,15,0,15,0,0,0,0,0,0,0,0,0
1928_MEX,MEX,1928,35,0,35,0,0,0,0,0,0,0,0,0
1932_MEX,MEX,1932,71,2,73,0,2,0,0,0,0,2,0,2
1936_MEX,MEX,1936,32,0,32,0,0,16,0,0,0,16,0,16
1948_MEX,MEX,1948,81,7,88,2,1,4,0,0,0,7,0,7
1952_MEX,MEX,1952,61,3,64,0,1,0,0,0,0,1,0,1
1956_MEX,MEX,1956,21,3,24,1,0,1,0,0,0,2,0,2
1960_MEX,MEX,1960,63,6,69,0,0,1,0,0,0,1,0,1
1964_MEX,MEX,1964,90,4,94,0,0,1,0,0,0,1,0,1
1968_MEX,MEX,1968,233,42,275,3,2,2,0,1,1,7,2,9
1972_MEX,MEX,1972,152,22,174,0,1,0,0,0,0,1,0,1
1976_MEX,MEX,1976,92,5,97,1,0,1,0,0,0,2,0,2
1980_MEX,MEX,1980,36,9,45,0,1,7,0,0,0,8,0,8
1984_MEX,MEX,1984,78,22,100,2,3,1,0,0,0,6,0,6
1988_MEX,MEX,1988,76,18,94,0,0,2,0,0,0,2,0,2
1992_MEX,MEX,1992,92,30,122,0,1,0,0,0,0,1,0,1
1996_MEX,MEX,1996,71,27,98,0,0,1,0,0,0,1,0,1
2000_MEX,MEX,2000,52,26,78,0,2,3,1,0,0,5,1,6
2004_MEX,MEX,2004,59,50,109,0,1,0,0,2,1,1,3,4
2008_MEX,MEX,2008,43,40,83,1,0,0,1,0,2,1,3,4
2012_MEX,MEX,2012,62,37,99,16,2,0,0,3,3,18,6,24
2016_MEX,MEX,2016,79,44,123,0,1,2,0,2,0,3,2,5
1964_MGL,MGL,1964,27,7,34,0,0,0,0,0,0,0,0,0
1968_MGL,MGL,1968,19,4,23,0,1,3,0,0,0,4,0,4
1972_MGL,MGL,1972,41,2,43,0,1,0,0,0,0,1,0,1
1976_MGL,MGL,1976,30,2,32,0,1,0,0,0,0,1,0,1
1980_MGL,MGL,1980,42,4,46,0,2,2,0,0,0,4,0,4
1984_MGL,MGL,1984,4,0,4,0,0,0,0,0,0,0,0,0
1988_MGL,MGL,1988,26,5,31,0,0,1,0,0,0,1,0,1
1992_MGL,MGL,1992,31,6,37,0,0,1,0,0,1,1,1,2
1996_MGL,MGL,1996,12,4,16,0,0,1,0,0,0,1,0,1
2000_MGL,MGL,2000,12,8,20,0,0,0,0,0,0,0,0,0
2004_MGL,MGL,2004,13,7,20,0,0,1,0,0,0,1,0,1
2008_MGL,MGL,2008,14,14,28,2,1,0,0,1,0,3,1,4
2012_MGL,MGL,2012,16,13,29,0,2,2,0,0,1,4,1,5
2016_MGL,MGL,2016,26,17,43,0,0,1,0,1,0,1,1,2
2008_MHL,MHL,2008,3,2,5,0,0,0,0,0,0,0,0,0
2012_MHL,MHL,2012,2,2,4,0,0,0,0,0,0,0,0,0
2016_MHL,MHL,2016,2,3,5,0,0,0,0,0,0,0,0,0
1996_MKD,MKD,1996,8,3,11,0,0,0,0,0,0,0,0,0
2000_MKD,MKD,2000,6,4,10,0,0,1,0,0,0,1,0,1
2004_MKD,MKD,2004,7,3,10,0,0,0,0,0,0,0,0,0
2008_MKD,MKD,2008,5,2,7,0,0,0,0,0,0,0,0,0
2012_MKD,MKD,2012,2,2,4,0,0,0,0,0,0,0,0,0
2016_MKD,MKD,2016,2,4,6,0,0,0,0,0,0,0,0,0
1964_MLI,MLI,1964,2,0,2,0,0,0,0,0,0,0,0,0
1968_MLI,MLI,1968,2,0,2,0,0,0,0,0,0,0,0,0
1972_MLI,MLI,1972,3,0,3,0,0,0,0,0,0,0,0,0
1980_MLI,MLI,1980,6,1,7,0,0,0,0,0,0,0,0,0
1984_MLI,MLI,1984,4,0,4,0,0,0,0,0,0,0,0,0
1988_MLI,MLI,1988,5,1,6,0,0,0,0,0,0,0,0,0
1992_MLI,MLI,1992,3,2,5,0,0,0,0,0,0,0,0,0
1996_MLI,MLI,1996,1,2,3,0,0,0,0,0,0,0,0,0
2000_MLI,MLI,2000,3,2,5,0,0,0,0,0,0,0,0,0
2004_MLI,MLI,2004,19,2,21,0,0,0,0,0,0,0,0,0
2008_MLI,MLI,2008,3,14,17,0,0,0,0,0,0,0,0,0
2012_MLI,MLI,2012,4,2,6,0,0,0,0,0,0,0,0,0
2016_MLI,MLI,2016,4,2,6,0,0,0,0,0,0,0,0,0
1928_MLT,MLT,1928,9,0,9,0,0,0,0,0,0,0,0,0
1936_MLT,MLT,1936,11,0,11,0,0,0,0,0,0,0,0,0
1948_MLT,MLT,1948,1,0,1,0,0,0,0,0,0,0,0,0
1960_MLT,MLT,1960,10,0,10,0,0,0,0,0,0,0,0,0
1968_MLT,MLT,1968,1,0,1,0,0,0,0,0,0,0,0,0
1972_MLT,MLT,1972,5,0,5,0,0,0,0,0,0,0,0,0
1980_MLT,MLT,1980,7,1,8,0,0,0,0,0,0,0,0,0
1984_MLT,MLT,1984,5,2,7,0,0,0,0,0,0,0,0,0
1988_MLT,MLT,1988,5,1,6,0,0,0,0,0,0,0,0,0
1992_MLT,MLT,1992,3,3,6,0,0,0,0,0,0,0,0,0
1996_MLT,MLT,1996,4,3,7,0,0,0,0,0,0,0,0,0
2000_MLT,MLT,2000,4,3,7,0,0,0,0,0,0,0,0,0
2004_MLT,MLT,2004,4,3,7,0,0,0,0,0,0,0,0,0
2008_MLT,MLT,2008,3,3,6,0,0,0,0,0,0,0,0,0
2012_MLT,MLT,2012,3,2,5,0,0,0,0,0,0,0,0,0
2016_MLT,MLT,2016,4,3,7,0,0,0,0,0,0,0,0,0
2008_MNE,MNE,2008,17,2,19,0,0,0,0,0,0,0,0,0
2012_MNE,MNE,2012,18,15,33,0,0,0,0,14,0,0,14,14
2016_MNE,MNE,2016,17,18,35,0,0,0,0,0,0,0,0,0
1920_MON,MON,1920,4,0,4,0,0,0,0,0,0,0,0,0
1924_MON,MON,1924,7,0,7,0,0,1,0,0,0,1,0,1
1928_MON,MON,1928,10,0,10,0,0,0,0,0,0,0,0,0
1932_MON,MON,1932,1,0,1,0,0,0,0,0,0,0,0,0
1936_MON,MON,1936,8,0,8,0,0,0,0,0,0,0,0,0
1948_MON,MON,1948,4,0,4,0,0,0,0,0,0,0,0,0
1952_MON,MON,1952,8,0,8,0,0,0,0,0,0,0,0,0
1960_MON,MON,1960,11,0,11,0,0,0,0,0,0,0,0,0
1964_MON,MON,1964,1,0,1,0,0,0,0,0,0,0,0,0
1968_MON,MON,1968,2,0,2,0,0,0,0,0,0,0,0,0
1972_MON,MON,1972,5,0,5,0,0,0,0,0,0,0,0,0
1976_MON,MON,1976,8,0,8,0,0,0,0,0,0,0,0,0
1984_MON,MON,1984,9,0,9,0,0,0,0,0,0,0,0,0
1988_MON,MON,1988,10,1,11,0,0,0,0,0,0,0,0,0
1992_MON,MON,1992,6,1,7,0,0,0,0,0,0,0,0,0
1996_MON,MON,1996,2,1,3,0,0,0,0,0,0,0,0,0
2000_MON,MON,2000,3,1,4,0,0,0,0,0,0,0,0,0
2004_MON,MON,2004,2,1,3,0,0,0,0,0,0,0,0,0
2008_MON,MON,2008,4,1,5,0,0,0,0,0,0,0,0,0
2012_MON,MON,2012,5,1,6,0,0,0,0,0,0,0,0,0
2016_MON,MON,2016,3,0,3,0,0,0,0,0,0,0,0,0
1980_MOZ,MOZ,1980,12,2,14,0,0,0,0,0,0,0,0,0
1984_MOZ,MOZ,1984,8,1,9,0,0,0,0,0,0,0,0,0
1988_MOZ,MOZ,1988,6,2,8,0,0,0,0,0,0,0,0,0
1992_MOZ,MOZ,1992,3,3,6,0,0,0,0,0,0,0,0,0
1996_MOZ,MOZ,1996,2,1,3,0,0,0,0,0,1,0,1,1
2000_MOZ,MOZ,2000,2,2,4,0,0,0,1,0,0,0,1,1
2004_MOZ,MOZ,2004,2,2,4,0,0,0,0,0,0,0,0,0
2008_MOZ,MOZ,2008,2,2,4,0,0,0,0,0,0,0,0,0
2012_MOZ,MOZ,2012,4,2,6,0,0,0,0,0,0,0,0,0
2016_MOZ,MOZ,2016,5,1,6,0,0,0,0,0,0,0,0,0
1984_MRI,MRI,1984,3,1,4,0,0,0,0,0,0,0,0,0
1988_MRI,MRI,1988,6,2,8,0,0,0,0,0,0,0,0,0
1992_MRI,MRI,1992,6,7,13,0,0,0,0,0,0,0,0,0
1996_MRI,MRI,1996,21,5,26,0,0,0,0,0,0,0,0,0
2000_MRI,MRI,2000,16,4,20,0,0,0,0,0,0,0,0,0
2004_MRI,MRI,2004,6,3,9,0,0,0,0,0,0,0,0,0
2008_MRI,MRI,2008,6,5,11,0,0,1,0,0,0,1,0,1
2012_MRI,MRI,2012,4,7,11,0,0,0,0,0,0,0,0,0
2016_MRI,MRI,2016,5,6,11,0,0,0,0,0,0,0,0,0
1984_MTN,MTN,1984,2,0,2,0,0,0,0,0,0,0,0,0
1988_MTN,MTN,1988,6,0,6,0,0,0,0,0,0,0,0,0
1992_MTN,MTN,1992,6,0,6,0,0,0,0,0,0,0,0,0
1996_MTN,MTN,1996,4,0,4,0,0,0,0,0,0,0,0,0
2000_MTN,MTN,2000,1,1,2,0,0,0,0,0,0,0,0,0
2004_MTN,MTN,2004,1,1,2,0,0,0,0,0,0,0,0,0
2008_MTN,MTN,2008,1,1,2,0,0,0,0,0,0,0,0,0
2012_MTN,MTN,2012,1,1,2,0,0,0,0,0,0,0,0,0
2016_MTN,MTN,2016,1,1,2,0,0,0,0,0,0,0,0,0
1948_MYA,MYA,1948,4,0,4,0,0,0,0,0,0,0,0,0
1952_MYA,MYA,1952,5,0,5,0,0,0,0,0,0,0,0,0
1956_MYA,MYA,1956,11,0,11,0,0,0,0,0,0,0,0,0
1960_MYA,MYA,1960,10,0,10,0,0,0,0,0,0,0,0,0
1964_MYA,MYA,1964,11,0,11,0,0,0,0,0,0,0,0,0
1968_MYA,MYA,1968,4,0,4,0,0,0,0,0,0,0,0,0
1972_MYA,MYA,1972,18,0,18,0,0,0,0,0,0,0,0,0
1980_MYA,MYA,1980,2,0,2,0,0,0,0,0,0,0,0,0
1984_MYA,MYA,1984,1,0,1,0,0,0,0,0,0,0,0,0
1988_MYA,MYA,1988,0,2,2,0,0,0,0,0,0,0,0,0
1992_MYA,MYA,1992,1,3,4,0,0,0,0,0,0,0,0,0
1996_MYA,MYA,1996,2,1,3,0,0,0,0,0,0,0,0,0
2000_MYA,MYA,2000,1,6,7,0,0,0,0,0,0,0,0,0
2004_MYA,MYA,2004,0,2,2,0,0,0,0,0,0,0,0,0
2008_MYA,MYA,2008,4,2,6,0,0,0,0,0,0,0,0,0
2012_MYA,MYA,2012,3,3,6,0,0,0,0,0,0,0,0,0
2016_MYA,MYA,2016,4,3,7,0,0,0,0,0,0,0,0,0
1992_NAM,NAM,1992,5,1,6,0,0,0,0,0,0,0,0,0
1996_NAM,NAM,1996,6,2,8,0,0,0,0,0,0,0,0,0
2000_NAM,NAM,2000,9,2,11,0,0,0,0,0,0,0,0,0
2004_NAM,NAM,2004,7,1,8,0,0,0,0,0,0,0,0,0
2008_NAM,NAM,2008,6,4,10,0,0,0,0,0,0,0,0,0
2012_NAM,NAM,2012,5,4,9,0,0,0,0,0,0,0,0,0
2016_NAM,NAM,2016,4,6,10,0,0,0,0,0,0,0,0,0
1956_NBO,NBO,1956,2,0,2,0,0,0,0,0,0,0,0,0
1968_NCA,NCA,1968,11,0,11,0,0,0,0,0,0,0,0,0
1972_NCA,NCA,1972,7,1,8,0,0,0,0,0,0,0,0,0
1976_NCA,NCA,1976,15,0,15,0,0,0,0,0,0,0,0,0
1980_NCA,NCA,1980,3,2,5,0,0,0,0,0,0,0,0,0
1984_NCA,NCA,1984,5,0,5,0,0,0,0,0,0,0,0,0
1992_NCA,NCA,1992,7,1,8,0,0,0,0,0,0,0,0,0
1996_NCA,NCA,1996,25,1,26,0,0,0,0,0,0,0,0,0
2000_NCA,NCA,2000,4,2,6,0,0,0,0,0,0,0,0,0
2004_NCA,NCA,2004,2,3,5,0,0,0,0,0,0,0,0,0
2008_NCA,NCA,2008,3,3,6,0,0,0,0,0,0,0,0,0
2012_NCA,NCA,2012,3,3,6,0,0,0,0,0,0,0,0,0
2016_NCA,NCA,2016,3,2,5,0,0,0,0,0,0,0,0,0
1900_NED,NED,1900,35,0,35,3,8,16,0,0,0,27,0,27
1908_NED,NED,1908,113,0,113,0,0,16,0,0,0,16,0,16
1912_NED,NED,1912,33,0,33,0,0,18,0,0,0,18,0,18
1920_NED,NED,1920,129,1,130,15,10,21,0,0,0,46,0,46
1924_NED,NED,1924,168,9,177,6,1,17,0,0,1,24,1,25
1928_NED,NED,1928,229,44,273,7,24,7,11,3,1,38,15,53
1932_NED,NED,1932,31,15,46,2,5,1,0,3,0,8,3,11
1936_NED,NED,1936,151,22,173,2,6,19,4,1,0,27,5,32
1948_NED,NED,1948,119,34,153,0,1,25,4,1,3,26,8,34
1952_NED,NED,1952,87,28,115,0,12,0,0,5,0,12,5,17
1956_NED,NED,1956,7,2,9,0,0,0,0,0,0,0,0,0
1960_NED,NED,1960,85,32,117,0,0,2,0,2,1,2,3,5
1964_NED,NED,1964,109,22,131,5,5,12,1,4,4,22,9,31
1968_NED,NED,1968,86,30,116,6,9,1,3,1,1,16,5,21
1972_NED,NED,1972,95,35,130,1,1,2,1,3,0,4,4,8
1976_NED,NED,1976,75,40,115,1,3,10,0,1,0,14,1,15
1980_NED,NED,1980,82,22,104,0,2,2,1,1,4,4,6,10
1984_NED,NED,1984,91,58,149,1,0,1,19,7,11,2,37,39
1988_NED,NED,1988,99,59,158,2,3,20,1,5,18,25,24,49
1992_NED,NED,1992,126,94,220,5,17,4,1,4,4,26,9,35
1996_NED,NED,1996,137,102,239,38,3,3,0,4,21,44,25,69
2000_NED,NED,2000,147,84,231,18,6,5,1,19,16,29,36,65
2004_NED,NED,2004,134,76,210,1,30,3,3,19,17,34,39,73
2008_NED,NED,2008,139,98,237,1,1,2,38,17,2,4,57,61
2012_NED,NED,2012,94,79,173,2,20,3,17,7,16,25,40,65
2016_NED,NED,2016,105,132,237,2,3,11,7,22,2,16,31,47
1924_NEP,NEP,1924,1,0,1,1,0,0,0,0,0,1,0,1
1964_NEP,NEP,1964,6,0,6,0,0,0,0,0,0,0,0,0
1972_NEP,NEP,1972,2,0,2,0,0,0,0,0,0,0,0,0
1976_NEP,NEP,1976,1,0,1,0,0,0,0,0,0,0,0,0
1980_NEP,NEP,1980,10,0,10,0,0,0,0,0,0,0,0,0
1984_NEP,NEP,1984,10,0,10,0,0,0,0,0,0,0,0,0
1988_NEP,NEP,1988,13,3,16,0,0,0,0,0,0,0,0,0
1992_NEP,NEP,1992,1,1,2,0,0,0,0,0,0,0,0,0
1996_NEP,NEP,1996,3,3,6,0,0,0,0,0,0,0,0,0
2000_NEP,NEP,2000,2,3,5,0,0,0,0,0,0,0,0,0
2004_NEP,NEP,2004,3,3,6,0,0,0,0,0,0,0,0,0
2008_NEP,NEP,2008,4,4,8,0,0,0,0,0,0,0,0,0
2012_NEP,NEP,2012,2,3,5,0,0,0,0,0,0,0,0,0
2016_NEP,NEP,2016,3,4,7,0,0,0,0,0,0,0,0,0
1904_NFL,NFL,1904,1,0,1,0,0,0,0,0,0,0,0,0
1952_NGR,NGR,1952,9,0,9,0,0,0,0,0,0,0,0,0
1956_NGR,NGR,1956,10,0,10,0,0,0,0,0,0,0,0,0
1960_NGR,NGR,1960,12,0,12,0,0,0,0,0,0,0,0,0
1964_NGR,NGR,1964,16,2,18,0,0,1,0,0,0,1,0,1
1968_NGR,NGR,1968,31,5,36,0,0,0,0,0,0,0,0,0
1972_NGR,NGR,1972,20,5,25,0,0,1,0,0,0,1,0,1
1980_NGR,NGR,1980,38,6,44,0,0,0,0,0,0,0,0,0
1984_NGR,NGR,1984,30,2,32,0,1,4,0,0,0,5,0,5
1988_NGR,NGR,1988,61,8,69,0,0,0,0,0,0,0,0,0
1992_NGR,NGR,1992,32,23,55,0,7,0,0,0,4,7,4,11
1996_NGR,NGR,1996,49,16,65,16,0,1,1,4,2,17,7,24
2000_NGR,NGR,2000,44,39,83,6,0,0,0,2,0,6,2,8
2004_NGR,NGR,2004,24,46,70,0,0,8,0,0,0,8,0,8
2008_NGR,NGR,2008,37,37,74,0,16,1,0,0,6,17,6,23
2012_NGR,NGR,2012,30,19,49,0,0,0,0,0,0,0,0,0
2016_NGR,NGR,2016,47,24,71,0,0,18,0,0,0,18,0,18
1964_NIG,NIG,1964,1,0,1,0,0,0,0,0,0,0,0,0
1968_NIG,NIG,1968,2,0,2,0,0,0,0,0,0,0,0,0
1972_NIG,NIG,1972,4,0,4,0,0,1,0,0,0,1,0,1
1984_NIG,NIG,1984,4,0,4,0,0,0,0,0,0,0,0,0
1988_NIG,NIG,1988,6,0,6,0,0,0,0,0,0,0,0,0
1992_NIG,NIG,1992,3,0,3,0,0,0,0,0,0,0,0,0
1996_NIG,NIG,1996,2,1,3,0,0,0,0,0,0,0,0,0
2000_NIG,NIG,2000,2,2,4,0,0,0,0,0,0,0,0,0
2004_NIG,NIG,2004,3,1,4,0,0,0,0,0,0,0,0,0
2008_NIG,NIG,2008,2,2,4,0,0,0,0,0,0,0,0,0
2012_NIG,NIG,2012,4,2,6,0,0,0,0,0,0,0,0,0
2016_NIG,NIG,2016,4,2,6,0,1,0,0,0,0,1,0,1
1900_NOR,NOR,1900,7,0,7,0,4,1,0,0,0,5,0,5
1904_NOR,NOR,1904,3,0,3,2,0,0,0,0,0,2,0,2
1908_NOR,NOR,1908,69,0,69,5,32,3,0,0,0,40,0,40
1912_NOR,NOR,1912,188,2,190,40,6,33,0,0,1,79,1,80
1920_NOR,NOR,1920,187,6,193,46,43,23,0,1,0,112,1,113
1924_NOR,NOR,1924,73,3,76,13,8,4,0,0,0,25,0,25
1928_NOR,NOR,1928,73,3,76,7,8,6,1,0,0,21,1,22
1932_NOR,NOR,1932,24,2,26,2,4,3,1,0,0,9,1,10
1936_NOR,NOR,1936,92,8,100,4,16,17,1,0,1,37,2,39
1948_NOR,NOR,1948,122,8,130,7,7,17,0,0,0,31,0,31
1952_NOR,NOR,1952,156,17,173,9,13,6,0,1,0,28,1,29
1956_NOR,NOR,1956,56,11,67,3,1,3,0,0,0,7,0,7
1960_NOR,NOR,1960,64,5,69,5,6,0,0,0,0,11,0,11
1964_NOR,NOR,1964,75,9,84,3,4,4,0,0,0,11,0,11
1968_NOR,NOR,1968,92,19,111,8,10,1,3,1,1,19,5,24
1972_NOR,NOR,1972,157,22,179,4,6,6,0,0,3,16,3,19
1976_NOR,NOR,1976,94,13,107,5,10,0,0,0,1,15,1,16
1980_NOR,NOR,1980,54,9,63,0,3,3,1,0,4,6,5,11
1984_NOR,NOR,1984,134,27,161,2,4,5,4,2,2,11,8,19
1988_NOR,NOR,1988,97,35,132,2,8,5,0,18,0,15,18,33
1992_NOR,NOR,1992,111,51,162,7,12,5,1,18,1,24,20,44
1996_NOR,NOR,1996,42,55,97,2,3,1,0,0,17,6,17,23
2000_NOR,NOR,2000,44,49,93,0,2,4,18,2,15,6,35,41
2004_NOR,NOR,2004,35,17,52,3,0,2,2,0,0,5,2,7
2008_NOR,NOR,2008,30,54,84,2,3,0,14,2,1,5,17,22
2012_NOR,NOR,2012,33,28,61,1,1,1,14,0,0,3,14,17
2016_NOR,NOR,2016,29,33,62,0,0,5,0,0,14,5,14,19
1996_NRU,NRU,1996,3,0,3,0,0,0,0,0,0,0,0,0
2000_NRU,NRU,2000,1,1,2,0,0,0,0,0,0,0,0,0
2004_NRU,NRU,2004,2,1,3,0,0,0,0,0,0,0,0,0
2008_NRU,NRU,2008,1,0,1,0,0,0,0,0,0,0,0,0
2012_NRU,NRU,2012,2,0,2,0,0,0,0,0,0,0,0,0
2016_NRU,NRU,2016,2,0,2,0,0,0,0,0,0,0,0,0
1900_NZL,NZL,1900,1,0,1,1,0,0,0,0,0,1,0,1
1920_NZL,NZL,1920,3,1,4,0,0,1,0,0,0,1,0,1
1924_NZL,NZL,1924,3,1,4,0,0,1,0,0,0,1,0,1
1928_NZL,NZL,1928,6,3,9,1,0,0,0,0,0,1,0,1
1932_NZL,NZL,1932,20,1,21,0,2,0,0,0,0,2,0,2
1936_NZL,NZL,1936,7,0,7,1,0,0,0,0,0,1,0,1
1948_NZL,NZL,1948,6,1,7,0,0,0,0,0,0,0,0,0
1952_NZL,NZL,1952,14,3,17,0,0,1,1,0,1,1,2,3
1956_NZL,NZL,1956,43,8,51,3,0,0,0,0,0,3,0,3
1960_NZL,NZL,1960,35,6,41,2,0,1,0,0,0,3,0,3
1964_NZL,NZL,1964,56,8,64,2,0,1,0,0,1,3,1,4
1968_NZL,NZL,1968,51,7,58,5,0,2,0,0,0,7,0,7
1972_NZL,NZL,1972,84,7,91,9,4,1,0,0,0,14,0,14
1976_NZL,NZL,1976,74,11,85,15,1,9,0,0,0,25,0,25
1980_NZL,NZL,1980,7,2,9,0,0,0,0,0,0,0,0,0
1984_NZL,NZL,1984,102,34,136,9,1,6,0,0,0,16,0,16
1988_NZL,NZL,1988,74,17,91,4,4,12,0,0,4,20,4,24
1992_NZL,NZL,1992,96,43,139,0,6,4,1,4,1,10,6,16
1996_NZL,NZL,1996,66,29,95,1,0,3,0,2,1,4,3,7
2000_NZL,NZL,2000,77,70,147,1,0,2,0,0,1,3,1,4
2004_NZL,NZL,2004,81,67,148,1,2,0,3,0,0,3,3,6
2008_NZL,NZL,2008,96,82,178,1,2,9,3,0,0,12,3,15
2012_NZL,NZL,2012,96,82,178,5,2,11,4,1,4,18,9,27
2016_NZL,NZL,2016,98,97,195,5,3,3,1,22,2,11,25,36
1984_OMA,OMA,1984,16,0,16,0,0,0,0,0,0,0,0,0
1988_OMA,OMA,1988,8,0,8,0,0,0,0,0,0,0,0,0
1992_OMA,OMA,1992,5,0,5,0,0,0,0,0,0,0,0,0
1996_OMA,OMA,1996,4,0,4,0,0,0,0,0,0,0,0,0
2000_OMA,OMA,2000,6,0,6,0,0,0,0,0,0,0,0,0
