id,Region,Year,male_medal_efficiency,female_medal_efficiency,total_medal_efficiency
1984_GUI,GUI,1984,0,0,0
1988_GUI,GUI,1988,0,0,0
1992_GUI,GUI,1992,0,0,0
1996_GUI,GUI,1996,0,0,0
2000_GUI,GUI,2000,0,0,0
2004_GUI,GUI,2004,0,0,0
2008_GUI,GUI,2008,0,0,0
2012_GUI,GUI,2012,0,0,0
2016_GUI,GUI,2016,0,0,0
1988_GUM,GUM,1988,0,0,0
1992_GUM,GUM,1992,0,0,0
1996_GUM,GUM,1996,0,0,0
2000_GUM,GUM,2000,0,0,0
2004_GUM,GUM,2004,0,0,0
2008_GUM,GUM,2008,0,0,0
2012_GUM,GUM,2012,0,0,0
2016_GUM,GUM,2016,0,0,0
1948_GUY,GUY,1948,0,0,0
1952_GUY,GUY,1952,0,0,0
1956_GUY,GUY,1956,0,0,0
1960_GUY,GUY,1960,0,0,0
1964_GUY,GUY,1964,0,0,0
1968_GUY,GUY,1968,0,0,0
1972_GUY,GUY,1972,0,0,0
1980_GUY,GUY,1980,0.143,0,0.125
1984_GUY,GUY,1984,0,0,0
1988_GUY,GUY,1988,0,0,0
1992_GUY,GUY,1992,0,0,0
1996_GUY,GUY,1996,0,0,0
2000_GUY,GUY,2000,0,0,0
2004_GUY,GUY,2004,0,0,0
2008_GUY,GUY,2008,0,0,0
2012_GUY,GUY,2012,0,0,0
2016_GUY,GUY,2016,0,0,0
1900_HAI,HAI,1900,1.333,0,1.333
1924_HAI,HAI,1924,0.625,0,0.625
1928_HAI,HAI,1928,1,0,1
1932_HAI,HAI,1932,0,0,0
1960_HAI,HAI,1960,0,0,0
1972_HAI,HAI,1972,0,0,0
1976_HAI,HAI,1976,0,0,0
1984_HAI,HAI,1984,0,0,0
1988_HAI,HAI,1988,0,0,0
1992_HAI,HAI,1992,0,0,0
1996_HAI,HAI,1996,0,0,0
2000_HAI,HAI,2000,0,0,0
2004_HAI,HAI,2004,0,0,0
2008_HAI,HAI,2008,0,0,0
2012_HAI,HAI,2012,0,0,0
2016_HAI,HAI,2016,0,0,0
1952_HKG,HKG,1952,0,0,0
1956_HKG,HKG,1956,0,0,0
1960_HKG,HKG,1960,0,0,0
1964_HKG,HKG,1964,0,0,0
1968_HKG,HKG,1968,0,0,0
1972_HKG,HKG,1972,0,0,0
1976_HKG,HKG,1976,0,0,0
1984_HKG,HKG,1984,0,0,0
1988_HKG,HKG,1988,0,0,0
1992_HKG,HKG,1992,0,0,0
1996_HKG,HKG,1996,0,0.444,0.174
2000_HKG,HKG,2000,0,0,0
2002_HKG,HKG,2002,0,0,0
2004_HKG,HKG,2004,0.286,0,0.125
2006_HKG,HKG,2006,0,0,0
2008_HKG,HKG,2008,0,0,0
2010_HKG,HKG,2010,0,0,0
2012_HKG,HKG,2012,0,0.05,0.024
2014_HKG,HKG,2014,0,0,0
2016_HKG,HKG,2016,0,0,0
1968_HON,HON,1968,0,0,0
1976_HON,HON,1976,0,0,0
1984_HON,HON,1984,0,0,0
1988_HON,HON,1988,0,0,0
1992_HON,HON,1992,0,0,0
1996_HON,HON,1996,0,0,0
2000_HON,HON,2000,0,0,0
2004_HON,HON,2004,0,0,0
2008_HON,HON,2008,0,0,0
2012_HON,HON,2012,0,0,0
2016_HON,HON,2016,0,0,0
1896_HUN,HUN,1896,0.714,0,0.714
1900_HUN,HUN,1900,0.333,0,0.333
1904_HUN,HUN,1904,0.75,0,0.75
1906_HUN,HUN,1906,0.943,0,0.943
1908_HUN,HUN,1908,0.554,0,0.554
1912_HUN,HUN,1912,0.57,0,0.57
1924_HUN,HUN,1924,0.444,0,0.43
1928_HUN,HUN,1928,0.514,0,0.446
1932_HUN,HUN,1932,1.345,0.5,1.29
1936_HUN,HUN,1936,0.435,0.773,0.466
1948_HUN,HUN,1948,0.774,1.077,0.827
1952_HUN,HUN,1952,1.141,1.871,1.254
1956_HUN,HUN,1956,1.239,1.619,1.31
1960_HUN,HUN,1960,0.509,0.429,0.497
1964_HUN,HUN,1964,0.93,0.553,0.862
1968_HUN,HUN,1968,1.161,0.618,1.056
1972_HUN,HUN,1972,0.679,0.391,0.622
1976_HUN,HUN,1976,0.556,0.527,0.547
1980_HUN,HUN,1980,0.464,0.134,0.362
1984_HUN,HUN,1984,0,0,0
1988_HUN,HUN,1988,0.452,0.5,0.461
1992_HUN,HUN,1992,0.314,0.406,0.34
1994_HUN,HUN,1994,0,0,0
1996_HUN,HUN,1996,0.333,0.409,0.357
1998_HUN,HUN,1998,0,0,0
2000_HUN,HUN,2000,0.761,0.652,0.719
2002_HUN,HUN,2002,0,0,0
2004_HUN,HUN,2004,0.756,0.289,0.555
2006_HUN,HUN,2006,0,0,0
2008_HUN,HUN,2008,0.682,0.205,0.45
2010_HUN,HUN,2010,0,0,0
2012_HUN,HUN,2012,0.43,0.373,0.408
2014_HUN,HUN,2014,0,0,0
2016_HUN,HUN,2016,0.148,0.242,0.188
1952_INA,INA,1952,0,0,0
1956_INA,INA,1956,0,0,0
1960_INA,INA,1960,0,0,0
1968_INA,INA,1968,0,0,0
1972_INA,INA,1972,0,0,0
1976_INA,INA,1976,0,0,0
1984_INA,INA,1984,0,0,0
1988_INA,INA,1988,0,1,0.207
1992_INA,INA,1992,0.407,0.267,0.357
1996_INA,INA,1996,0.435,0.176,0.325
2000_INA,INA,2000,0.444,0.3,0.383
2004_INA,INA,2004,0.318,0.125,0.237
2008_INA,INA,2008,0.8,0.333,0.625
2012_INA,INA,2012,0.231,0,0.136
2016_INA,INA,2016,0.353,0.545,0.429
1900_IND,IND,1900,0,0,0
1920_IND,IND,1920,0,0,0
1924_IND,IND,1924,1.474,0,1.4
1928_IND,IND,1928,2.667,0,2.667
1932_IND,IND,1932,3.158,0,3.158
1936_IND,IND,1936,2.815,0,2.815
1948_IND,IND,1948,1.013,0,1.013
1952_IND,IND,1952,0.95,0,0.891
1956_IND,IND,1956,1.172,0,1.153
1960_IND,IND,1960,0.578,0,0.578
1964_IND,IND,1964,1.132,0,1.111
1968_IND,IND,1968,0.615,0,0.615
1972_IND,IND,1972,0.35,0,0.341
1976_IND,IND,1976,0,0,0
1980_IND,IND,1980,1.143,0,0.889
1984_IND,IND,1984,0,0,0
1988_IND,IND,1988,0,0,0
1992_IND,IND,1992,0,0,0
1996_IND,IND,1996,0.025,0,0.02
1998_IND,IND,1998,0,0,0
2000_IND,IND,2000,0,0.048,0.015
2002_IND,IND,2002,0,0,0
2004_IND,IND,2004,0.042,0,0.027
2006_IND,IND,2006,0,0,0
2008_IND,IND,2008,0.194,0,0.113
2010_IND,IND,2010,0,0,0
2012_IND,IND,2012,0.103,0.087,0.099
2014_IND,IND,2014,0,0,0
2016_IND,IND,2016,0,0.059,0.027
1992_IOA,IOA,1992,0.026,0.158,0.069
2000_IOA,IOA,2000,0,0,0
2012_IOA,IOA,2012,0,0,0
2014_IOA,IOA,2014,0,0,0
2016_IOA,IOA,2016,0.625,0,0.556
1900_IRI,IRI,1900,0,0,0
1948_IRI,IRI,1948,0.028,0,0.028
1952_IRI,IRI,1952,0.455,0,0.455
1956_IRI,IRI,1956,0.65,0,0.65
1960_IRI,IRI,1960,0.217,0,0.217
1964_IRI,IRI,1964,0.032,0,0.03
1968_IRI,IRI,1968,0.667,0,0.667
1972_IRI,IRI,1972,0.096,0,0.096
1976_IRI,IRI,1976,0.036,0,0.034
1988_IRI,IRI,1988,0.087,0,0.087
1992_IRI,IRI,1992,0.111,0,0.111
1996_IRI,IRI,1996,0.412,0,0.389
1998_IRI,IRI,1998,0,0,0
2000_IRI,IRI,2000,0.406,0,0.394
2002_IRI,IRI,2002,0,0,0
2004_IRI,IRI,2004,0.389,0,0.378
2006_IRI,IRI,2006,0,0,0
2008_IRI,IRI,2008,0.098,0,0.093
2010_IRI,IRI,2010,0,0,0
2012_IRI,IRI,2012,0.659,0,0.558
2014_IRI,IRI,2014,0,0,0
2016_IRI,IRI,2016,0.315,0.111,0.286
1924_IRL,IRL,1924,0.065,0,0.063
1928_IRL,IRL,1928,0.121,0,0.105
1932_IRL,IRL,1932,0.571,0,0.5
1948_IRL,IRL,1948,0,0.2,0.014
1952_IRL,IRL,1952,0.105,0,0.105
1956_IRL,IRL,1956,0.529,0,0.5
1960_IRL,IRL,1960,0,0,0
1964_IRL,IRL,1964,0.042,0,0.04
1968_IRL,IRL,1968,0,0,0
1972_IRL,IRL,1972,0,0,0
1976_IRL,IRL,1976,0,0,0
1980_IRL,IRL,1980,0.114,0,0.106
1984_IRL,IRL,1984,0.071,0,0.048
1988_IRL,IRL,1988,0,0,0
1992_IRL,IRL,1992,0.115,0,0.098
1996_IRL,IRL,1996,0,0.063,0.013
1998_IRL,IRL,1998,0,0,0
2000_IRL,IRL,2000,0,0.083,0.031
2002_IRL,IRL,2002,0,0,0
2004_IRL,IRL,2004,0,0,0
2006_IRL,IRL,2006,0,0,0
2008_IRL,IRL,2008,0.103,0,0.073
2010_IRL,IRL,2010,0,0,0
2012_IRL,IRL,2012,0.139,0.143,0.141
2014_IRL,IRL,2014,0,0,0
2016_IRL,IRL,2016,0.08,0.077,0.079
1948_IRQ,IRQ,1948,0,0,0
1960_IRQ,IRQ,1960,0.048,0,0.048
1964_IRQ,IRQ,1964,0,0,0
1968_IRQ,IRQ,1968,0,0,0
1980_IRQ,IRQ,1980,0,0,0
1984_IRQ,IRQ,1984,0,0,0
1988_IRQ,IRQ,1988,0,0,0
1992_IRQ,IRQ,1992,0,0,0
1996_IRQ,IRQ,1996,0,0,0
2000_IRQ,IRQ,2000,0,0,0
2004_IRQ,IRQ,2004,0,0,0
2008_IRQ,IRQ,2008,0,0,0
2012_IRQ,IRQ,2012,0,0,0
2016_IRQ,IRQ,2016,0,0,0
1908_ISL,ISL,1908,0,0,0
1912_ISL,ISL,1912,0,0,0
1936_ISL,ISL,1936,0,0,0
1948_ISL,ISL,1948,0,0,0
1952_ISL,ISL,1952,0,0,0
1956_ISL,ISL,1956,0.25,0,0.222
1960_ISL,ISL,1960,0,0,0
1964_ISL,ISL,1964,0,0,0
1968_ISL,ISL,1968,0,0,0
1972_ISL,ISL,1972,0,0,0
1976_ISL,ISL,1976,0,0,0
1980_ISL,ISL,1980,0,0,0
1984_ISL,ISL,1984,0.032,0,0.029
1988_ISL,ISL,1988,0,0,0
1992_ISL,ISL,1992,0,0,0
1994_ISL,ISL,1994,0,0,0
1996_ISL,ISL,1996,0,0,0
1998_ISL,ISL,1998,0,0,0
2000_ISL,ISL,2000,0,0.111,0.056
2002_ISL,ISL,2002,0,0,0
2004_ISL,ISL,2004,0,0,0
2006_ISL,ISL,2006,0,0,0
2008_ISL,ISL,2008,1.4,0,1.037
2010_ISL,ISL,2010,0,0,0
2012_ISL,ISL,2012,0,0,0
2014_ISL,ISL,2014,0,0,0
2016_ISL,ISL,2016,0,0,0
1952_ISR,ISR,1952,0,0,0
1956_ISR,ISR,1956,0,0,0
1960_ISR,ISR,1960,0,0,0
1964_ISR,ISR,1964,0,0,0
1968_ISR,ISR,1968,0,0,0
1972_ISR,ISR,1972,0,0,0
1976_ISR,ISR,1976,0,0,0
1984_ISR,ISR,1984,0,0,0
1988_ISR,ISR,1988,0,0,0
1992_ISR,ISR,1992,0.04,0.4,0.1
1994_ISR,ISR,1994,0,0,0
1996_ISR,ISR,1996,0.056,0,0.04
1998_ISR,ISR,1998,0,0,0
2000_ISR,ISR,2000,0.034,0,0.026
2002_ISR,ISR,2002,0,0,0
2004_ISR,ISR,2004,0.25,0,0.139
2006_ISR,ISR,2006,0,0,0
2008_ISR,ISR,2008,0.043,0,0.023
2010_ISR,ISR,2010,0,0,0
2012_ISR,ISR,2012,0,0,0
2014_ISR,ISR,2014,0,0,0
2016_ISR,ISR,2016,0.045,0.04,0.043
1968_ISV,ISV,1968,0,0,0
1972_ISV,ISV,1972,0,0,0
1976_ISV,ISV,1976,0,0,0
1984_ISV,ISV,1984,0,0,0
1988_ISV,ISV,1988,0.091,0,0.074
1992_ISV,ISV,1992,0,0,0
1994_ISV,ISV,1994,0,0,0
1996_ISV,ISV,1996,0,0,0
1998_ISV,ISV,1998,0,0,0
2000_ISV,ISV,2000,0,0,0
2002_ISV,ISV,2002,0,0,0
2004_ISV,ISV,2004,0,0,0
2008_ISV,ISV,2008,0,0,0
2012_ISV,ISV,2012,0,0,0
2014_ISV,ISV,2014,0,0,0
2016_ISV,ISV,2016,0,0,0
1896_ITA,ITA,1896,0,0,0
1900_ITA,ITA,1900,0.727,0,0.696
1904_ITA,ITA,1904,0,0,0
1906_ITA,ITA,1906,0.987,0,0.987
1908_ITA,ITA,1908,0.303,0,0.303
1912_ITA,ITA,1912,1.273,0,1.273
1920_ITA,ITA,1920,1.179,0,1.172
1924_ITA,ITA,1924,0.562,0,0.552
1928_ITA,ITA,1928,0.84,1.333,0.888
1932_ITA,ITA,1932,1.097,0,1.097
1936_ITA,ITA,1936,0.749,0.19,0.708
1948_ITA,ITA,1948,0.612,0.167,0.572
1952_ITA,ITA,1952,0.453,0.179,0.424
1956_ITA,ITA,1956,0.694,0,0.6
1960_ITA,ITA,1960,0.704,0.171,0.633
1964_ITA,ITA,1964,0.571,0.053,0.528
1968_ITA,ITA,1968,0.356,0.174,0.336
1972_ITA,ITA,1972,0.29,0.233,0.284
1976_ITA,ITA,1976,0.283,0.158,0.265
1980_ITA,ITA,1980,0.516,0.16,0.429
1984_ITA,ITA,1984,0.48,0.213,0.433
1988_ITA,ITA,1988,0.24,0.175,0.228
1992_ITA,ITA,1992,0.371,0.308,0.355
1994_ITA,ITA,1994,0.679,0.423,0.615
1996_ITA,ITA,1996,0.428,0.375,0.412
1998_ITA,ITA,1998,0.291,0.353,0.31
2000_ITA,ITA,2000,0.398,0.27,0.357
2002_ITA,ITA,2002,0.381,0.435,0.404
2004_ITA,ITA,2004,0.607,0.578,0.596
2006_ITA,ITA,2006,0.302,0.137,0.235
2008_ITA,ITA,2008,0.251,0.208,0.234
2010_ITA,ITA,2010,0.116,0.025,0.083
2012_ITA,ITA,2012,0.652,0.22,0.463
2014_ITA,ITA,2014,0.09,0.186,0.127
2016_ITA,ITA,2016,0.476,0.326,0.408
1984_IVB,IVB,1984,0,0,0
1988_IVB,IVB,1988,0,0,0
1992_IVB,IVB,1992,0,0,0
1996_IVB,IVB,1996,0,0,0
2000_IVB,IVB,2000,0,0,0
2004_IVB,IVB,2004,0,0,0
2008_IVB,IVB,2008,0,0,0
2012_IVB,IVB,2012,0,0,0
2014_IVB,IVB,2014,0,0,0
2016_IVB,IVB,2016,0,0,0
1948_JAM,JAM,1948,0.889,0,0.615
1952_JAM,JAM,1952,2.333,0,1.75
1956_JAM,JAM,1956,0,0,0
1964_JAM,JAM,1964,0,0,0
1968_JAM,JAM,1968,0.1,0,0.08
1972_JAM,JAM,1972,0.048,0,0.03
1976_JAM,JAM,1976,0.545,0,0.3
1980_JAM,JAM,1980,0.182,0.143,0.167
1984_JAM,JAM,1984,0.323,0,0.222
1988_JAM,JAM,1988,0.429,0.182,0.359
1992_JAM,JAM,1992,0.074,0.071,0.073
1994_JAM,JAM,1994,0,0,0
1996_JAM,JAM,1996,0.296,0.526,0.391
1998_JAM,JAM,1998,0,0,0
2000_JAM,JAM,2000,0.591,0.692,0.646
2002_JAM,JAM,2002,0,0,0
2004_JAM,JAM,2004,0.091,0.88,0.511
2008_JAM,JAM,2008,0,0.889,0.48
2010_JAM,JAM,2010,0,0,0
2012_JAM,JAM,2012,0.783,0.909,0.844
2014_JAM,JAM,2014,0,0,0
2016_JAM,JAM,2016,1.36,0.839,1.071
1980_JOR,JOR,1980,0,0,0
1984_JOR,JOR,1984,0,0,0
1988_JOR,JOR,1988,0,0,0
1992_JOR,JOR,1992,0,0,0
1996_JOR,JOR,1996,0,0,0
2000_JOR,JOR,2000,0,0,0
2004_JOR,JOR,2004,0,0,0
2008_JOR,JOR,2008,0,0,0
2012_JOR,JOR,2012,0,0,0
2016_JOR,JOR,2016,0.571,0,0.5
1912_JPN,JPN,1912,0,0,0
1920_JPN,JPN,1920,0.133,0,0.133
1924_JPN,JPN,1924,0.053,0,0.053
1928_JPN,JPN,1928,0.422,2,0.457
1932_JPN,JPN,1932,0.439,0.111,0.405
1936_JPN,JPN,1936,0.216,0.2,0.215
1952_JPN,JPN,1952,0.282,0,0.244
1956_JPN,JPN,1956,0.302,0,0.262
1960_JPN,JPN,1960,0.23,0.04,0.207
1964_JPN,JPN,1964,0.241,0.844,0.344
1968_JPN,JPN,1968,0.455,0.529,0.466
1972_JPN,JPN,1972,0.493,0.5,0.494
1976_JPN,JPN,1976,0.256,0.706,0.369
1980_JPN,JPN,1980,0.043,0,0.04
1984_JPN,JPN,1984,0.301,0.22,0.283
1988_JPN,JPN,1988,0.13,0.038,0.106
1992_JPN,JPN,1992,0.302,0.18,0.263
1994_JPN,JPN,1994,0.535,0.063,0.407
1996_JPN,JPN,1996,0.344,0.154,0.252
1998_JPN,JPN,1998,0.272,0.078,0.192
2000_JPN,JPN,2000,0.103,0.6,0.308
2002_JPN,JPN,2002,0.034,0.023,0.029
2004_JPN,JPN,2004,0.626,0.425,0.516
2006_JPN,JPN,2006,0,0.077,0.036
2008_JPN,JPN,2008,0.222,0.521,0.37
2010_JPN,JPN,2010,0.083,0.186,0.132
2012_JPN,JPN,2012,0.368,0.561,0.471
2014_JPN,JPN,2014,0.313,0.049,0.165
2016_JPN,JPN,2016,0.386,0.305,0.346
1994_KAZ,KAZ,1994,0.211,0,0.138
1996_KAZ,KAZ,1996,0.278,0,0.208
1998_KAZ,KAZ,1998,0.022,0.067,0.033
2000_KAZ,KAZ,2000,0.186,0.091,0.154
2002_KAZ,KAZ,2002,0,0,0
2004_KAZ,KAZ,2004,0.211,0,0.132
2006_KAZ,KAZ,2006,0,0,0
2008_KAZ,KAZ,2008,0.283,0.086,0.177
2010_KAZ,KAZ,2010,0,0.125,0.054
2012_KAZ,KAZ,2012,0.233,0.45,0.31
2014_KAZ,KAZ,2014,0.029,0,0.02
2016_KAZ,KAZ,2016,0.4,0.217,0.317
1956_KEN,KEN,1956,0,0,0
1960_KEN,KEN,1960,0,0,0
1964_KEN,KEN,1964,0.027,0,0.027
1968_KEN,KEN,1968,0.778,0,0.718
1972_KEN,KEN,1972,0.545,0,0.526
1984_KEN,KEN,1984,0.107,0,0.098
1988_KEN,KEN,1988,0.371,0,0.351
1992_KEN,KEN,1992,0.45,0,0.367
1996_KEN,KEN,1996,0.31,0.2,0.288
1998_KEN,KEN,1998,0,0,0
2000_KEN,KEN,2000,0.441,0.045,0.286
2002_KEN,KEN,2002,0,0,0
2004_KEN,KEN,2004,0.455,0.167,0.304
2006_KEN,KEN,2006,0,0,0
2008_KEN,KEN,2008,0.786,0.833,0.804
2012_KEN,KEN,2012,0.519,0.35,0.447
2016_KEN,KEN,2016,0.391,0.576,0.468
1994_KGZ,KGZ,1994,0,0,0
1996_KGZ,KGZ,1996,0,0,0
1998_KGZ,KGZ,1998,0,0,0
2000_KGZ,KGZ,2000,0.029,0,0.021
2002_KGZ,KGZ,2002,0,0,0
2004_KGZ,KGZ,2004,0,0,0
2006_KGZ,KGZ,2006,0,0,0
2008_KGZ,KGZ,2008,0.188,0,0.15
2010_KGZ,KGZ,2010,0,0,0
2012_KGZ,KGZ,2012,0,0,0
2014_KGZ,KGZ,2014,0,0,0
2016_KGZ,KGZ,2016,0,0,0
2004_KIR,KIR,2004,0,0,0
2008_KIR,KIR,2008,0,0,0
2012_KIR,KIR,2012,0,0,0
2016_KIR,KIR,2016,0,0,0
1948_KOR,KOR,1948,0.042,0,0.041
1952_KOR,KOR,1952,0.111,0,0.105
1956_KOR,KOR,1956,0.077,0,0.077
1960_KOR,KOR,1960,0,0,0
1964_KOR,KOR,1964,0.038,0,0.031
1968_KOR,KOR,1968,0.065,0,0.048
1972_KOR,KOR,1972,0.061,0,0.043
1976_KOR,KOR,1976,0.231,0.857,0.396
1980_KOR,KOR,1980,0,0,0
1984_KOR,KOR,1984,0.268,0.841,0.458
1988_KOR,KOR,1988,0.317,0.728,0.449
1992_KOR,KOR,1992,0.335,1.092,0.566
1994_KOR,KOR,1994,0.909,1.3,1.095
1996_KOR,KOR,1996,0.211,0.858,0.452
1998_KOR,KOR,1998,0.462,1.273,0.703
2000_KOR,KOR,2000,0.577,0.245,0.452
2002_KOR,KOR,2002,0,1.6,0.522
2004_KOR,KOR,2004,0.393,0.479,0.432
2006_KOR,KOR,2006,0.692,1.286,0.9
2008_KOR,KOR,2008,0.975,0.538,0.8
2010_KOR,KOR,2010,0.667,0.556,0.622
2012_KOR,KOR,2012,0.563,0.278,0.432
2014_KOR,KOR,2014,0.146,0.867,0.451
2016_KOR,KOR,2016,0.252,0.25,0.251
2016_KOS,KOS,2016,0,0.8,0.5
1972_KSA,KSA,1972,0,0,0
1976_KSA,KSA,1976,0,0,0
1984_KSA,KSA,1984,0,0,0
1988_KSA,KSA,1988,0,0,0
1992_KSA,KSA,1992,0,0,0
1996_KSA,KSA,1996,0,0,0
2000_KSA,KSA,2000,0.167,0,0.167
2004_KSA,KSA,2004,0,0,0
2008_KSA,KSA,2008,0,0,0
2012_KSA,KSA,2012,0.25,0,0.222
2016_KSA,KSA,2016,0,0,0
1968_KUW,KUW,1968,0,0,0
1972_KUW,KUW,1972,0,0,0
1976_KUW,KUW,1976,0,0,0
1980_KUW,KUW,1980,0,0,0
1984_KUW,KUW,1984,0,0,0
1988_KUW,KUW,1988,0,0,0
1992_KUW,KUW,1992,0,0,0
1996_KUW,KUW,1996,0,0,0
2000_KUW,KUW,2000,0.034,0,0.034
2004_KUW,KUW,2004,0,0,0
2008_KUW,KUW,2008,0,0,0
2012_KUW,KUW,2012,0.125,0,0.1
1980_LAO,LAO,1980,0,0,0
1988_LAO,LAO,1988,0,0,0
1992_LAO,LAO,1992,0,0,0
1996_LAO,LAO,1996,0,0,0
2000_LAO,LAO,2000,0,0,0
2004_LAO,LAO,2004,0,0,0
2008_LAO,LAO,2008,0,0,0
2012_LAO,LAO,2012,0,0,0
2016_LAO,LAO,2016,0,0,0
1924_LAT,LAT,1924,0,0,0
1928_LAT,LAT,1928,0,0,0
1932_LAT,LAT,1932,0.4,0,0.4
1936_LAT,LAT,1936,0.058,0,0.055
1992_LAT,LAT,1992,0.114,0,0.088
1994_LAT,LAT,1994,0,0,0
1996_LAT,LAT,1996,0.059,0,0.043
1998_LAT,LAT,1998,0,0,0
2000_LAT,LAT,2000,0.233,0,0.156
2002_LAT,LAT,2002,0,0,0
2004_LAT,LAT,2004,0.273,0.2,0.25
2006_LAT,LAT,2006,0.02,0,0.018
2008_LAT,LAT,2008,0.241,0,0.149
2010_LAT,LAT,2010,0.136,0,0.113
2012_LAT,LAT,2012,0.194,0,0.133
2014_LAT,LAT,2014,0.224,0.143,0.214
2016_LAT,LAT,2016,0,0,0
1968_LBA,LBA,1968,0,0,0
1980_LBA,LBA,1980,0,0,0
1988_LBA,LBA,1988,0,0,0
1992_LBA,LBA,1992,0,0,0
1996_LBA,LBA,1996,0,0,0
2000_LBA,LBA,2000,0,0,0
2004_LBA,LBA,2004,0,0,0
2008_LBA,LBA,2008,0,0,0
2012_LBA,LBA,2012,0,0,0
2016_LBA,LBA,2016,0,0,0
1956_LBR,LBR,1956,0,0,0
1960_LBR,LBR,1960,0,0,0
1964_LBR,LBR,1964,0,0,0
1972_LBR,LBR,1972,0,0,0
1984_LBR,LBR,1984,0,0,0
1988_LBR,LBR,1988,0,0,0
1996_LBR,LBR,1996,0,0,0
2000_LBR,LBR,2000,0,0,0
2004_LBR,LBR,2004,0,0,0
2008_LBR,LBR,2008,0,0,0
2012_LBR,LBR,2012,0,0,0
2016_LBR,LBR,2016,0,0,0
1996_LCA,LCA,1996,0,0,0
2000_LCA,LCA,2000,0,0,0
2004_LCA,LCA,2004,0,0,0
2008_LCA,LCA,2008,0,0,0
2012_LCA,LCA,2012,0,0,0
2016_LCA,LCA,2016,0,0,0
1972_LES,LES,1972,0,0,0
1980_LES,LES,1980,0,0,0
1984_LES,LES,1984,0,0,0
1988_LES,LES,1988,0,0,0
1992_LES,LES,1992,0,0,0
1996_LES,LES,1996,0,0,0
2000_LES,LES,2000,0,0,0
2004_LES,LES,2004,0,0,0
2008_LES,LES,2008,0,0,0
2012_LES,LES,2012,0,0,0
2016_LES,LES,2016,0,0,0
1948_LIB,LIB,1948,0,0,0
1952_LIB,LIB,1952,0.3,0,0.3
1956_LIB,LIB,1956,0,0,0
1960_LIB,LIB,1960,0,0,0
1964_LIB,LIB,1964,0,0,0
1968_LIB,LIB,1968,0,0,0
1972_LIB,LIB,1972,0.111,0,0.1
1976_LIB,LIB,1976,0,0,0
1980_LIB,LIB,1980,0.059,0,0.056
1984_LIB,LIB,1984,0,0,0
1988_LIB,LIB,1988,0,0,0
1992_LIB,LIB,1992,0,0,0
1996_LIB,LIB,1996,0,0,0
2000_LIB,LIB,2000,0,0,0
2002_LIB,LIB,2002,0,0,0
2004_LIB,LIB,2004,0,0,0
2006_LIB,LIB,2006,0,0,0
2008_LIB,LIB,2008,0,0,0
2010_LIB,LIB,2010,0,0,0
2012_LIB,LIB,2012,0,0,0
2014_LIB,LIB,2014,0,0,0
2016_LIB,LIB,2016,0,0,0
1936_LIE,LIE,1936,0,0,0
1948_LIE,LIE,1948,0,0,0
1952_LIE,LIE,1952,0,0,0
1956_LIE,LIE,1956,0,0,0
1960_LIE,LIE,1960,0,0,0
1964_LIE,LIE,1964,0,0,0
1968_LIE,LIE,1968,0,0,0
1972_LIE,LIE,1972,0,0,0
1976_LIE,LIE,1976,0.1,0.2,0.133
1980_LIE,LIE,1980,0.5,0.667,0.571
1984_LIE,LIE,1984,0.083,0.2,0.118
1988_LIE,LIE,1988,0.05,0,0.04
1992_LIE,LIE,1992,0,0,0
1994_LIE,LIE,1994,0,0,0
1996_LIE,LIE,1996,0,0,0
1998_LIE,LIE,1998,0,0,0
2000_LIE,LIE,2000,0,0,0
2002_LIE,LIE,2002,0,0,0
2004_LIE,LIE,2004,0,0,0
2006_LIE,LIE,2006,0,0,0
2008_LIE,LIE,2008,0,0,0
2010_LIE,LIE,2010,0,0,0
2012_LIE,LIE,2012,0,0,0
2014_LIE,LIE,2014,0,0,0
2016_LIE,LIE,2016,0,0,0
1924_LTU,LTU,1924,0,0,0
1928_LTU,LTU,1928,0,0,0
1992_LTU,LTU,1992,0.41,0,0.302
1994_LTU,LTU,1994,0,0,0
1996_LTU,LTU,1996,0.244,0,0.18
1998_LTU,LTU,1998,0,0,0
2000_LTU,LTU,2000,0.4,0.333,0.377
2002_LTU,LTU,2002,0,0,0
2004_LTU,LTU,2004,0.128,0.167,0.136
2006_LTU,LTU,2006,0,0,0
2008_LTU,LTU,2008,0.114,0.074,0.099
2010_LTU,LTU,2010,0,0,0
2012_LTU,LTU,2012,0.103,0.348,0.194
2014_LTU,LTU,2014,0,0,0
2016_LTU,LTU,2016,0.146,0.105,0.134
1900_LUX,LUX,1900,4,0,4
1912_LUX,LUX,1912,0,0,0
1920_LUX,LUX,1920,0.08,0,0.08
1924_LUX,LUX,1924,0.13,0,0.125
1928_LUX,LUX,1928,0.078,0,0.075
1932_LUX,LUX,1932,0,0,0
1936_LUX,LUX,1936,0,0,0
1948_LUX,LUX,1948,0,0,0
1952_LUX,LUX,1952,0.091,0,0.091
1956_LUX,LUX,1956,0,0,0
1960_LUX,LUX,1960,0,0,0
1964_LUX,LUX,1964,0,0,0
1968_LUX,LUX,1968,0,0,0
1972_LUX,LUX,1972,0,0,0
1976_LUX,LUX,1976,0,0,0
1980_LUX,LUX,1980,0,0,0
1984_LUX,LUX,1984,0,0,0
1988_LUX,LUX,1988,0,0,0
1992_LUX,LUX,1992,0,0,0
