id,Region,Year,male_medal_efficiency,female_medal_efficiency,total_medal_efficiency
1928_ROU,ROU,1928,0,0,0
1932_ROU,ROU,1932,0,0,0
1936_ROU,ROU,1936,0.031,0,0.029
1948_ROU,ROU,1948,0,0,0
1952_ROU,ROU,1952,0.067,0,0.062
1956_ROU,ROU,1956,0.442,0.412,0.435
1960_ROU,ROU,1960,0.159,0.75,0.255
1964_ROU,ROU,1964,0.081,0.433,0.145
1968_ROU,ROU,1968,0.326,1.059,0.438
1972_ROU,ROU,1972,0.338,0.37,0.343
1976_ROU,ROU,1976,0.459,0.315,0.418
1980_ROU,ROU,1980,0.332,0.316,0.327
1984_ROU,ROU,1984,0.966,2.661,1.629
1988_ROU,ROU,1988,0.784,1.595,1.215
1992_ROU,ROU,1992,0.378,0.662,0.49
1994_ROU,ROU,1994,0,0,0
1996_ROU,ROU,1996,0.133,1,0.485
1998_ROU,ROU,1998,0,0,0
2000_ROU,ROU,2000,0.31,1.068,0.697
2002_ROU,ROU,2002,0,0,0
2004_ROU,ROU,2004,0.26,1.069,0.694
2006_ROU,ROU,2006,0,0,0
2008_ROU,ROU,2008,0.025,0.607,0.376
2010_ROU,ROU,2010,0,0,0
2012_ROU,ROU,2012,0.236,0.34,0.286
2014_ROU,ROU,2014,0,0,0
2016_ROU,ROU,2016,0.147,0.41,0.316
1904_RSA,RSA,1904,0,0,0
1908_RSA,RSA,1908,0.429,0,0.429
1912_RSA,RSA,1912,0.762,0,0.762
1920_RSA,RSA,1920,1.105,0,1.077
1924_RSA,RSA,1924,0.233,0,0.233
1928_RSA,RSA,1928,0.278,0.667,0.375
1932_RSA,RSA,1932,0.9,1,0.917
1936_RSA,RSA,1936,0.074,0,0.063
1948_RSA,RSA,1948,0.412,0,0.4
1952_RSA,RSA,1952,0.233,2.5,0.375
1956_RSA,RSA,1956,0.068,0.667,0.14
1960_RSA,RSA,1960,0.074,0,0.068
1992_RSA,RSA,1992,0.059,0.08,0.065
1994_RSA,RSA,1994,0,0,0
1996_RSA,RSA,1996,0.094,0.05,0.083
1998_RSA,RSA,1998,0,0,0
2000_RSA,RSA,2000,0.045,0.079,0.055
2002_RSA,RSA,2002,0,0,0
2004_RSA,RSA,2004,0.348,0.05,0.236
2006_RSA,RSA,2006,0,0,0
2008_RSA,RSA,2008,0.027,0,0.015
2010_RSA,RSA,2010,0,0,0
2012_RSA,RSA,2012,0.382,0.054,0.234
2016_RSA,RSA,2016,0.28,0.143,0.237
1900_RUS,RUS,1900,0,0,0
1908_RUS,RUS,1908,1.333,0,1.333
1912_RUS,RUS,1912,0.119,0,0.119
1924_RUS,RUS,1924,0,0,0
1994_RUS,RUS,1994,0.56,1.368,0.832
1996_RUS,RUS,1996,0.698,0.348,0.556
1998_RUS,RUS,1998,0.823,0.953,0.869
2000_RUS,RUS,2000,0.963,0.902,0.936
2002_RUS,RUS,2002,0.447,0.348,0.404
2004_RUS,RUS,2004,0.68,0.965,0.809
2006_RUS,RUS,2006,0.41,0.676,0.523
2008_RUS,RUS,2008,0.45,0.821,0.632
2010_RUS,RUS,2010,0.266,0.284,0.274
2012_RUS,RUS,2012,0.739,0.686,0.711
2014_RUS,RUS,2014,0.664,0.432,0.568
2016_RUS,RUS,2016,0.5,1.352,0.926
1984_RWA,RWA,1984,0,0,0
1988_RWA,RWA,1988,0,0,0
1992_RWA,RWA,1992,0,0,0
1996_RWA,RWA,1996,0,0,0
2000_RWA,RWA,2000,0,0,0
2004_RWA,RWA,2004,0,0,0
2008_RWA,RWA,2008,0,0,0
2012_RWA,RWA,2012,0,0,0
2016_RWA,RWA,2016,0,0,0
1952_SAA,SAA,1952,0,0,0
1984_SAM,SAM,1984,0,0,0
1988_SAM,SAM,1988,0,0,0
1992_SAM,SAM,1992,0,0,0
1996_SAM,SAM,1996,0,0,0
2000_SAM,SAM,2000,0,0,0
2004_SAM,SAM,2004,0,0,0
2008_SAM,SAM,2008,0,0,0
2012_SAM,SAM,2012,0,0,0
2016_SAM,SAM,2016,0,0,0
1996_SCG,SCG,1996,0.61,0.556,0.603
1998_SCG,SCG,1998,0,0,0
2000_SCG,SCG,2000,0.62,0.118,0.541
2002_SCG,SCG,2002,0,0,0
2004_SCG,SCG,2004,0.308,0.286,0.306
2006_SCG,SCG,2006,0,0,0
1964_SEN,SEN,1964,0,0,0
1968_SEN,SEN,1968,0,0,0
1972_SEN,SEN,1972,0,0,0
1976_SEN,SEN,1976,0,0,0
1980_SEN,SEN,1980,0,0,0
1984_SEN,SEN,1984,0,0,0
1988_SEN,SEN,1988,0.091,0,0.087
1992_SEN,SEN,1992,0,0,0
1994_SEN,SEN,1994,0,0,0
1996_SEN,SEN,1996,0,0,0
2000_SEN,SEN,2000,0,0,0
2004_SEN,SEN,2004,0,0,0
2006_SEN,SEN,2006,0,0,0
2008_SEN,SEN,2008,0,0,0
2010_SEN,SEN,2010,0,0,0
2012_SEN,SEN,2012,0,0,0
2016_SEN,SEN,2016,0,0,0
1980_SEY,SEY,1980,0,0,0
1984_SEY,SEY,1984,0,0,0
1992_SEY,SEY,1992,0,0,0
1996_SEY,SEY,1996,0,0,0
2000_SEY,SEY,2000,0,0,0
2004_SEY,SEY,2004,0,0,0
2008_SEY,SEY,2008,0,0,0
2012_SEY,SEY,2012,0,0,0
2016_SEY,SEY,2016,0,0,0
1948_SGP,SGP,1948,0,0,0
1952_SGP,SGP,1952,0,0,0
1956_SGP,SGP,1956,0,0,0
1960_SGP,SGP,1960,0.4,0,0.4
1968_SGP,SGP,1968,0,0,0
1972_SGP,SGP,1972,0,0,0
1976_SGP,SGP,1976,0,0,0
1984_SGP,SGP,1984,0,0,0
1988_SGP,SGP,1988,0,0,0
1992_SGP,SGP,1992,0,0,0
1996_SGP,SGP,1996,0,0,0
2000_SGP,SGP,2000,0,0,0
2004_SGP,SGP,2004,0,0,0
2008_SGP,SGP,2008,0,0.429,0.24
2012_SGP,SGP,2012,0,0.133,0.087
2016_SGP,SGP,2016,0.444,0,0.16
1996_SKN,SKN,1996,0,0,0
2000_SKN,SKN,2000,0,0,0
2004_SKN,SKN,2004,0,0,0
2008_SKN,SKN,2008,0,0,0
2012_SKN,SKN,2012,0,0,0
2016_SKN,SKN,2016,0,0,0
1968_SLE,SLE,1968,0,0,0
1980_SLE,SLE,1980,0,0,0
1984_SLE,SLE,1984,0,0,0
1988_SLE,SLE,1988,0,0,0
1992_SLE,SLE,1992,0,0,0
1996_SLE,SLE,1996,0,0,0
2000_SLE,SLE,2000,0,0,0
2004_SLE,SLE,2004,0,0,0
2008_SLE,SLE,2008,0,0,0
2012_SLE,SLE,2012,0,0,0
2016_SLE,SLE,2016,0,0,0
1992_SLO,SLO,1992,0.122,0,0.097
1994_SLO,SLO,1994,0.059,0.4,0.136
1996_SLO,SLO,1996,0.08,0.167,0.108
1998_SLO,SLO,1998,0,0,0
2000_SLO,SLO,2000,0.218,0,0.162
2002_SLO,SLO,2002,0.167,0,0.1
2004_SLO,SLO,2004,0.089,0.087,0.089
2006_SLO,SLO,2006,0,0,0
2008_SLO,SLO,2008,0.175,0.143,0.164
2010_SLO,SLO,2010,0,0.059,0.021
2012_SLO,SLO,2012,0.179,0.108,0.138
2014_SLO,SLO,2014,0.14,0.133,0.138
2016_SLO,SLO,2016,0.103,0.208,0.143
1960_SMR,SMR,1960,0,0,0
1968_SMR,SMR,1968,0,0,0
1972_SMR,SMR,1972,0,0,0
1976_SMR,SMR,1976,0,0,0
1980_SMR,SMR,1980,0,0,0
1984_SMR,SMR,1984,0,0,0
1988_SMR,SMR,1988,0,0,0
1992_SMR,SMR,1992,0,0,0
1994_SMR,SMR,1994,0,0,0
1996_SMR,SMR,1996,0,0,0
2000_SMR,SMR,2000,0,0,0
2002_SMR,SMR,2002,0,0,0
2004_SMR,SMR,2004,0,0,0
2006_SMR,SMR,2006,0,0,0
2008_SMR,SMR,2008,0,0,0
2010_SMR,SMR,2010,0,0,0
2012_SMR,SMR,2012,0,0,0
2014_SMR,SMR,2014,0,0,0
2016_SMR,SMR,2016,0,0,0
1984_SOL,SOL,1984,0,0,0
1988_SOL,SOL,1988,0,0,0
1992_SOL,SOL,1992,0,0,0
1996_SOL,SOL,1996,0,0,0
2000_SOL,SOL,2000,0,0,0
2004_SOL,SOL,2004,0,0,0
2008_SOL,SOL,2008,0,0,0
2012_SOL,SOL,2012,0,0,0
2016_SOL,SOL,2016,0,0,0
1972_SOM,SOM,1972,0,0,0
1984_SOM,SOM,1984,0,0,0
1988_SOM,SOM,1988,0,0,0
1996_SOM,SOM,1996,0,0,0
2000_SOM,SOM,2000,0,0,0
2004_SOM,SOM,2004,0,0,0
2008_SOM,SOM,2008,0,0,0
2012_SOM,SOM,2012,0,0,0
2016_SOM,SOM,2016,0,0,0
1912_SRB,SRB,1912,0,0,0
2008_SRB,SRB,2008,0.254,0,0.184
2010_SRB,SRB,2010,0,0,0
2012_SRB,SRB,2012,0.175,0.167,0.172
2014_SRB,SRB,2014,0,0,0
2016_SRB,SRB,2016,1.448,0.867,1.194
1948_SRI,SRI,1948,0.286,0,0.286
1952_SRI,SRI,1952,0,0,0
1956_SRI,SRI,1956,0,0,0
1960_SRI,SRI,1960,0,0,0
1964_SRI,SRI,1964,0,0,0
1968_SRI,SRI,1968,0,0,0
1972_SRI,SRI,1972,0,0,0
1980_SRI,SRI,1980,0,0,0
1984_SRI,SRI,1984,0,0,0
1988_SRI,SRI,1988,0,0,0
1992_SRI,SRI,1992,0,0,0
1996_SRI,SRI,1996,0,0,0
2000_SRI,SRI,2000,0,0.222,0.111
2004_SRI,SRI,2004,0,0,0
2008_SRI,SRI,2008,0,0,0
2012_SRI,SRI,2012,0,0,0
2016_SRI,SRI,2016,0,0,0
2016_SSD,SSD,2016,0,0,0
1996_STP,STP,1996,0,0,0
2000_STP,STP,2000,0,0,0
2004_STP,STP,2004,0,0,0
2008_STP,STP,2008,0,0,0
2012_STP,STP,2012,0,0,0
2016_STP,STP,2016,0,0,0
1960_SUD,SUD,1960,0,0,0
1968_SUD,SUD,1968,0,0,0
1972_SUD,SUD,1972,0,0,0
1984_SUD,SUD,1984,0,0,0
1988_SUD,SUD,1988,0,0,0
1992_SUD,SUD,1992,0,0,0
1996_SUD,SUD,1996,0,0,0
2000_SUD,SUD,2000,0,0,0
2004_SUD,SUD,2004,0,0,0
2008_SUD,SUD,2008,0.4,0,0.222
2012_SUD,SUD,2012,0,0,0
2016_SUD,SUD,2016,0,0,0
1896_SUI,SUI,1896,1.333,0,1.333
1900_SUI,SUI,1900,1.824,6,2.056
1904_SUI,SUI,1904,2,0,2
1906_SUI,SUI,1906,2.111,0,2.111
1908_SUI,SUI,1908,0,0,0
1912_SUI,SUI,1912,1.143,0,1.143
1920_SUI,SUI,1920,0.494,0,0.494
1924_SUI,SUI,1924,0.873,0,0.847
1928_SUI,SUI,1928,0.421,0,0.416
1932_SUI,SUI,1932,0.429,0,0.429
1936_SUI,SUI,1936,0.439,0.4,0.438
1948_SUI,SUI,1948,0.443,0.316,0.434
1952_SUI,SUI,1952,0.268,0,0.245
1956_SUI,SUI,1956,0.383,1.25,0.485
1960_SUI,SUI,1960,0.137,0.444,0.153
1964_SUI,SUI,1964,0.088,0.154,0.094
1968_SUI,SUI,1968,0.227,0.222,0.227
1972_SUI,SUI,1972,0.292,0,0.241
1976_SUI,SUI,1976,0.263,0.8,0.312
1980_SUI,SUI,1980,0.25,0.118,0.231
1984_SUI,SUI,1984,0.206,0.275,0.222
1988_SUI,SUI,1988,0.359,0.122,0.302
1992_SUI,SUI,1992,0.131,0,0.097
1994_SUI,SUI,1994,0.707,0.389,0.61
1996_SUI,SUI,1996,0.333,0.186,0.278
1998_SUI,SUI,1998,0.72,0.053,0.536
2000_SUI,SUI,2000,0.172,0.342,0.235
2002_SUI,SUI,2002,0.2,0.533,0.291
2004_SUI,SUI,2004,0.186,0.026,0.122
2006_SUI,SUI,2006,0.169,0.542,0.312
2008_SUI,SUI,2008,0.404,0.056,0.253
2010_SUI,SUI,2010,0.269,0.018,0.164
2012_SUI,SUI,2012,0.114,0.143,0.122
2014_SUI,SUI,2014,0.163,0.455,0.289
2016_SUI,SUI,2016,0.421,0.178,0.314
1968_SUR,SUR,1968,0,0,0
1972_SUR,SUR,1972,0,0,0
1976_SUR,SUR,1976,0,0,0
1984_SUR,SUR,1984,0,0,0
1988_SUR,SUR,1988,1,0,0.667
1992_SUR,SUR,1992,0.2,0,0.167
1996_SUR,SUR,1996,0,0,0
2000_SUR,SUR,2000,0,0,0
2004_SUR,SUR,2004,0,0,0
2008_SUR,SUR,2008,0,0,0
2012_SUR,SUR,2012,0,0,0
2016_SUR,SUR,2016,0,0,0
1994_SVK,SVK,1994,0,0,0
1996_SVK,SVK,1996,0.121,0,0.099
1998_SVK,SVK,1998,0,0,0
2000_SVK,SVK,2000,0.136,0,0.102
2002_SVK,SVK,2002,0,0,0
2004_SVK,SVK,2004,0.354,0.25,0.328
2006_SVK,SVK,2006,0.044,0,0.034
2008_SVK,SVK,2008,0.6,0.273,0.474
2010_SVK,SVK,2010,0.026,0.2,0.103
2012_SVK,SVK,2012,0.115,0.143,0.128
2014_SVK,SVK,2014,0,0.235,0.065
2016_SVK,SVK,2016,0.688,0,0.431
1896_SWE,SWE,1896,0,0,0
1900_SWE,SWE,1900,1.3,0,1.3
1906_SWE,SWE,1906,0.641,0,0.641
1908_SWE,SWE,1908,1.364,0.333,1.345
1912_SWE,SWE,1912,1.14,0.391,1.101
1920_SWE,SWE,1920,1.206,0.846,1.188
1924_SWE,SWE,1924,0.678,0.231,0.647
1928_SWE,SWE,1928,0.847,0.231,0.782
1932_SWE,SWE,1932,0.831,0,0.796
1936_SWE,SWE,1936,0.43,0.222,0.421
1948_SWE,SWE,1948,0.975,0.05,0.892
1952_SWE,SWE,1952,0.577,1,0.627
1956_SWE,SWE,1956,0.586,0.682,0.6
1960_SWE,SWE,1960,0.173,0.56,0.227
1964_SWE,SWE,1964,0.648,0.231,0.576
1968_SWE,SWE,1968,0.297,0.261,0.292
1972_SWE,SWE,1972,0.229,0.25,0.233
1976_SWE,SWE,1976,0.295,0.077,0.258
1980_SWE,SWE,1980,0.287,0.343,0.296
1984_SWE,SWE,1984,0.348,0.288,0.335
1988_SWE,SWE,1988,0.248,0.08,0.214
1992_SWE,SWE,1992,0.286,0.197,0.265
1994_SWE,SWE,1994,1.375,0.3,1.119
1996_SWE,SWE,1996,0.423,0.242,0.356
1998_SWE,SWE,1998,0.038,0.152,0.091
2000_SWE,SWE,2000,0.5,0.212,0.4
2002_SWE,SWE,2002,0.054,0.5,0.255
2004_SWE,SWE,2004,0.387,0.151,0.278
2006_SWE,SWE,2006,1.667,1.744,1.698
2008_SWE,SWE,2008,0.2,0.027,0.098
2010_SWE,SWE,2010,0.298,0.523,0.396
2012_SWE,SWE,2012,0.745,0.051,0.338
2014_SWE,SWE,2014,1.321,0.628,1.02
2016_SWE,SWE,2016,0.094,0.593,0.38
1972_SWZ,SWZ,1972,0,0,0
1984_SWZ,SWZ,1984,0,0,0
1988_SWZ,SWZ,1988,0,0,0
1992_SWZ,SWZ,1992,0,0,0
1996_SWZ,SWZ,1996,0,0,0
2000_SWZ,SWZ,2000,0,0,0
2004_SWZ,SWZ,2004,0,0,0
2008_SWZ,SWZ,2008,0,0,0
2012_SWZ,SWZ,2012,0,0,0
2016_SWZ,SWZ,2016,0,0,0
1948_SYR,SYR,1948,0,0,0
1968_SYR,SYR,1968,0,0,0
1972_SYR,SYR,1972,0,0,0
1980_SYR,SYR,1980,0,0,0
1984_SYR,SYR,1984,0.222,0,0.222
1988_SYR,SYR,1988,0,0,0
1992_SYR,SYR,1992,0,0,0
1996_SYR,SYR,1996,0,4,0.571
2000_SYR,SYR,2000,0,0,0
2004_SYR,SYR,2004,0.2,0,0.167
2008_SYR,SYR,2008,0,0,0
2012_SYR,SYR,2012,0,0,0
2016_SYR,SYR,2016,0,0,0
1964_TAN,TAN,1964,0,0,0
1968_TAN,TAN,1968,0,0,0
1972_TAN,TAN,1972,0,0,0
1980_TAN,TAN,1980,0.111,0,0.098
1984_TAN,TAN,1984,0,0,0
1988_TAN,TAN,1988,0,0,0
1992_TAN,TAN,1992,0,0,0
1996_TAN,TAN,1996,0,0,0
2000_TAN,TAN,2000,0,0,0
2004_TAN,TAN,2004,0,0,0
2008_TAN,TAN,2008,0,0,0
2012_TAN,TAN,2012,0,0,0
2016_TAN,TAN,2016,0,0,0
1920_TCH,TCH,1920,0.076,1,0.084
1924_TCH,TCH,1924,0.058,0,0.056
1928_TCH,TCH,1928,0.293,0,0.287
1932_TCH,TCH,1932,0.387,0,0.387
1936_TCH,TCH,1936,0.135,0.842,0.192
1948_TCH,TCH,1948,0.57,1.6,0.724
1952_TCH,TCH,1952,0.352,0.923,0.413
1956_TCH,TCH,1956,0.058,0.333,0.106
1960_TCH,TCH,1960,0.21,1,0.314
1964_TCH,TCH,1964,0.756,0.632,0.74
1968_TCH,TCH,1968,0.452,0.559,0.473
1972_TCH,TCH,1972,0.412,0.1,0.356
1976_TCH,TCH,1976,0.36,0.02,0.285
1980_TCH,TCH,1980,0.439,0.648,0.484
1984_TCH,TCH,1984,1.105,0.833,1.04
1988_TCH,TCH,1988,0.164,0.063,0.135
1992_TCH,TCH,1992,0.249,0,0.177
1984_TGA,TGA,1984,0,0,0
1988_TGA,TGA,1988,0,0,0
1992_TGA,TGA,1992,0,0,0
1996_TGA,TGA,1996,0.5,0,0.4
2000_TGA,TGA,2000,0,0,0
2004_TGA,TGA,2004,0,0,0
2008_TGA,TGA,2008,0,0,0
2012_TGA,TGA,2012,0,0,0
2014_TGA,TGA,2014,0,0,0
2016_TGA,TGA,2016,0,0,0
1952_THA,THA,1952,0,0,0
1956_THA,THA,1956,0,0,0
1960_THA,THA,1960,0,0,0
1964_THA,THA,1964,0,0,0
1968_THA,THA,1968,0,0,0
1972_THA,THA,1972,0,0,0
1976_THA,THA,1976,0.026,0,0.024
1984_THA,THA,1984,0.08,0,0.057
1988_THA,THA,1988,0.083,0,0.071
1992_THA,THA,1992,0.043,0,0.022
1996_THA,THA,1996,0.2,0,0.135
2000_THA,THA,2000,0.147,0.056,0.115
2002_THA,THA,2002,0,0,0
2004_THA,THA,2004,0.292,0.611,0.429
2006_THA,THA,2006,0,0,0
2008_THA,THA,2008,0.273,0.24,0.255
2012_THA,THA,2012,0.105,0.167,0.135
2014_THA,THA,2014,0,0,0
2016_THA,THA,2016,0.115,0.393,0.259
1996_TJK,TJK,1996,0,0,0
2000_TJK,TJK,2000,0,0,0
2002_TJK,TJK,2002,0,0,0
2004_TJK,TJK,2004,0,0,0
2006_TJK,TJK,2006,0,0,0
2008_TJK,TJK,2008,0.25,0,0.2
2010_TJK,TJK,2010,0,0,0
2012_TJK,TJK,2012,0,0.333,0.063
2014_TJK,TJK,2014,0,0,0
2016_TJK,TJK,2016,0.8,0,0.571
1996_TKM,TKM,1996,0,0,0
2000_TKM,TKM,2000,0,0,0
2004_TKM,TKM,2004,0,0,0
2008_TKM,TKM,2008,0,0,0
2012_TKM,TKM,2012,0,0,0
2016_TKM,TKM,2016,0,0,0
2004_TLS,TLS,2004,0,0,0
2008_TLS,TLS,2008,0,0,0
2012_TLS,TLS,2012,0,0,0
2014_TLS,TLS,2014,0,0,0
2016_TLS,TLS,2016,0,0,0
1972_TOG,TOG,1972,0,0,0
1984_TOG,TOG,1984,0,0,0
1988_TOG,TOG,1988,0,0,0
1992_TOG,TOG,1992,0,0,0
1996_TOG,TOG,1996,0,0,0
2000_TOG,TOG,2000,0,0,0
2004_TOG,TOG,2004,0,0,0
2008_TOG,TOG,2008,0.333,0,0.25
2012_TOG,TOG,2012,0,0,0
2014_TOG,TOG,2014,0,0,0
2016_TOG,TOG,2016,0,0,0
1956_TPE,TPE,1956,0,0,0
1960_TPE,TPE,1960,0.083,0,0.074
1964_TPE,TPE,1964,0,0,0
1968_TPE,TPE,1968,0,0.125,0.023
1972_TPE,TPE,1972,0,0,0
1976_TPE,TPE,1976,0,0,0
1984_TPE,TPE,1984,0.024,0,0.02
1988_TPE,TPE,1988,0,0,0
1992_TPE,TPE,1992,1.29,0,1.026
1994_TPE,TPE,1994,0,0,0
1996_TPE,TPE,1996,0,0.048,0.027
1998_TPE,TPE,1998,0,0,0
2000_TPE,TPE,2000,0.048,0.147,0.109
2002_TPE,TPE,2002,0,0,0
2004_TPE,TPE,2004,0.245,0.179,0.216
2006_TPE,TPE,2006,0,0,0
2008_TPE,TPE,2008,0.047,0.056,0.051
2010_TPE,TPE,2010,0,0,0
2012_TPE,TPE,2012,0,0.12,0.068
2014_TPE,TPE,2014,0,0,0
2016_TPE,TPE,2016,0,0.276,0.145
1948_TTO,TTO,1948,0.4,0,0.4
1952_TTO,TTO,1952,1,0,1
1956_TTO,TTO,1956,0,0,0
1964_TTO,TTO,1964,0.385,0,0.385
1968_TTO,TTO,1968,0,0,0
1972_TTO,TTO,1972,0,0,0
1976_TTO,TTO,1976,0.308,0,0.308
1980_TTO,TTO,1980,0,0,0
1984_TTO,TTO,1984,0,0,0
1988_TTO,TTO,1988,0,0,0
1992_TTO,TTO,1992,0,0,0
1994_TTO,TTO,1994,0,0,0
1996_TTO,TTO,1996,0,0,0
1998_TTO,TTO,1998,0,0,0
2000_TTO,TTO,2000,0.214,0,0.158
2002_TTO,TTO,2002,0,0,0
2004_TTO,TTO,2004,0.1,0,0.053
2008_TTO,TTO,2008,1.294,0,0.786
2012_TTO,TTO,2012,0.833,0,0.6
2016_TTO,TTO,2016,0.056,0,0.036
1960_TUN,TUN,1960,0,0,0
1964_TUN,TUN,1964,0.333,0,0.333
1968_TUN,TUN,1968,0.714,0,0.714
1972_TUN,TUN,1972,0.057,0,0.057
1976_TUN,TUN,1976,0,0,0
1984_TUN,TUN,1984,0,0,0
1988_TUN,TUN,1988,0,0,0
1992_TUN,TUN,1992,0,0,0
1996_TUN,TUN,1996,0.022,0,0.02
2000_TUN,TUN,2000,0,0,0
2004_TUN,TUN,2004,0,0,0
2008_TUN,TUN,2008,0.286,0,0.154
2012_TUN,TUN,2012,0.079,0.1,0.084
2016_TUN,TUN,2016,0.024,0.1,0.049
1906_TUR,TUR,1906,0,0,0
1912_TUR,TUR,1912,0,0,0
1924_TUR,TUR,1924,0,0,0
1928_TUR,TUR,1928,0,0,0
1932_TUR,TUR,1932,0,0,0
1936_TUR,TUR,1936,0.096,0,0.093
1948_TUR,TUR,1948,0.557,0,0.548
1952_TUR,TUR,1952,0.176,0,0.176
1956_TUR,TUR,1956,0.783,0,0.783
1960_TUR,TUR,1960,0.667,0,0.627
1964_TUR,TUR,1964,0.536,0,0.536
1968_TUR,TUR,1968,0.2,0,0.2
1972_TUR,TUR,1972,0.048,0,0.047
1976_TUR,TUR,1976,0,0,0
1984_TUR,TUR,1984,0.058,0,0.057
1988_TUR,TUR,1988,0.136,0,0.122
1992_TUR,TUR,1992,0.295,0.2,0.286
1994_TUR,TUR,1994,0,0,0
1996_TUR,TUR,1996,0.432,0,0.358
1998_TUR,TUR,1998,0,0,0
2000_TUR,TUR,2000,0.31,0.067,0.246
2002_TUR,TUR,2002,0,0,0
2004_TUR,TUR,2004,0.432,0.2,0.359
2006_TUR,TUR,2006,0,0,0
2008_TUR,TUR,2008,0.146,0.316,0.194
2010_TUR,TUR,2010,0,0,0
2012_TUR,TUR,2012,0.104,0.125,0.116
2014_TUR,TUR,2014,0,0,0
2016_TUR,TUR,2016,0.245,0.021,0.14
2008_TUV,TUV,2008,0,0,0
2012_TUV,TUV,2012,0,0,0
2016_TUV,TUV,2016,0,0,0
1984_UAE,UAE,1984,0,0,0
1988_UAE,UAE,1988,0,0,0
1992_UAE,UAE,1992,0,0,0
1996_UAE,UAE,1996,0,0,0
2000_UAE,UAE,2000,0,0,0
2004_UAE,UAE,2004,1,0,1
2008_UAE,UAE,2008,0,0,0
2012_UAE,UAE,2012,0,0,0
2016_UAE,UAE,2016,0.111,0,0.083
1960_UAR,UAR,1960,0.041,0,0.041
1956_UGA,UGA,1956,0,0,0
1960_UGA,UGA,1960,0,0,0
1964_UGA,UGA,1964,0,0,0
1968_UGA,UGA,1968,0.273,0,0.273
1972_UGA,UGA,1972,0.194,0,0.182
1980_UGA,UGA,1980,0.154,0,0.154
1984_UGA,UGA,1984,0,0,0
1988_UGA,UGA,1988,0,0,0
1992_UGA,UGA,1992,0,0,0
1996_UGA,UGA,1996,0.143,0,0.1
2000_UGA,UGA,2000,0,0,0
2004_UGA,UGA,2004,0,0,0
2008_UGA,UGA,2008,0,0,0
2012_UGA,UGA,2012,0.364,0,0.267
2016_UGA,UGA,2016,0,0,0
1994_UKR,UKR,1994,0,0.294,0.135
1996_UKR,UKR,1996,0.26,0.271,0.264
1998_UKR,UKR,1998,0,0.077,0.036
2000_UKR,UKR,2000,0.288,0.176,0.243
2002_UKR,UKR,2002,0,0,0
2004_UKR,UKR,2004,0.234,0.365,0.297
2006_UKR,UKR,2006,0.033,0.091,0.058
2008_UKR,UKR,2008,0.244,0.302,0.272
2010_UKR,UKR,2010,0,0,0
2012_UKR,UKR,2012,0.21,0.243,0.226
2014_UKR,UKR,2014,0,0.739,0.405
2016_UKR,UKR,2016,0.218,0.085,0.142
1912_UNK,UNK,1912,0,0,0
1952_URS,URS,1952,0.635,1.275,0.722
1956_URS,URS,1956,1.346,1.267,1.335
1960_URS,URS,1960,1.032,1.453,1.11
1964_URS,URS,1964,1.241,1.228,1.238
1968_URS,URS,1968,1.31,1.395,1.329
1972_URS,URS,1972,1.513,1.564,1.523
1976_URS,URS,1976,1.491,1.938,1.624
1980_URS,URS,1980,1.824,2.14,1.918
1984_URS,URS,1984,1.811,0.4,1.455
1988_URS,URS,1988,1.587,1.13,1.442
1924_URU,URU,1924,2.154,0,2.154
1928_URU,URU,1928,4,0,4
1932_URU,URU,1932,0.5,0,0.5
1936_URU,URU,1936,0,0,0
1948_URU,URU,1948,0.067,0,0.066
1952_URU,URU,1952,0.452,0,0.438
1956_URU,URU,1956,0.571,0,0.571
1960_URU,URU,1960,0,0,0
1964_URU,URU,1964,0.043,0,0.043
1968_URU,URU,1968,0,0,0
1972_URU,URU,1972,0,0,0
1976_URU,URU,1976,0,0,0
1984_URU,URU,1984,0,0,0
1988_URU,URU,1988,0,0,0
1992_URU,URU,1992,0,0,0
1996_URU,URU,1996,0,0,0
1998_URU,URU,1998,0,0,0
2000_URU,URU,2000,0.167,0,0.133
2004_URU,URU,2004,0,0,0
2008_URU,URU,2008,0,0,0
2012_URU,URU,2012,0,0,0
2016_URU,URU,2016,0,0,0
1896_USA,USA,1896,2.286,0,2.286
1900_USA,USA,1900,1.5,1,1.453
1904_USA,USA,1904,1.208,2,1.218
1906_USA,USA,1906,0.947,0,0.947
1908_USA,USA,1908,1.27,0,1.27
1912_USA,USA,1912,1.184,0,1.184
1920_USA,USA,1920,1.219,1.714,1.243
1924_USA,USA,1924,1.38,1.692,1.406
1928_USA,USA,1928,0.759,1.021,0.799
1932_USA,USA,1932,0.945,0.863,0.933
1936_USA,USA,1936,0.669,0.582,0.657
1948_USA,USA,1948,1.125,0.833,1.087
1952_USA,USA,1952,1.276,0.608,1.179
1956_USA,USA,1956,1.006,0.789,0.973
1960_USA,USA,1960,1.063,0.754,1.005
1964_USA,USA,1964,0.932,0.806,0.904
1968_USA,USA,1968,0.685,0.856,0.724
1972_USA,USA,1972,0.695,0.827,0.724
1976_USA,USA,1976,0.72,0.757,0.731
1980_USA,USA,1980,1.039,0.12,0.812
1984_USA,USA,1984,1.277,1.324,1.293
1988_USA,USA,1988,0.665,0.655,0.661
1992_USA,USA,1992,0.583,0.792,0.655
1994_USA,USA,1994,0.188,0.327,0.236
